title,content,url
Tolentino exposes link between Chinese embassy and troll farms,"Senator Francis Tolentino on Thursday dropped a bombshell as he presented evidence linking the Chinese Embassy to the Philippines to the proliferation of troll farm operations in the country. At the third hearing of the Senate Special Committee on Philippine Maritime and Admiralty Zones regarding espionage and underwater drones, Tolentino presented a copy of a service agreement contract between the Infinitus Marketing Solutions Inc. and the Embassy of the Peoples Republic of China in the Republic of the Philippines for the provision of keyboard warriors that will play a vital role in the overall effectiveness of the issue management project. This would reinforce reports from our security sector regarding the different hacking and spying activities conducted by Chinese nationals, he stressed. Tolentino who yesterday described the recovery of drones and espionage activities as just the tip of the iceberg said his revelations today uncover the breadth and depth of Chinas interference initiatives to the detriment of our country. Tolentino also presented a copy of a check issued by the Chinese Embassy to the order of Infinitus Marketing for the amount of Nine Hundred Thirty Thousand Pesos as payment for the activities mentioned in the service contract. Ito mismo ang nagpapatunay na China mismo ang nagbabayad, he said. These troll farms were engaged not only to openly provide information and convey the policies of the Chinese Government but also to act as a covert disinformation and influence operation against the Philippine government and the Filipino people, he added. Tolentino voiced disgust that such contracts threaten our national dignity. Hindi po ito simpleng kontrata, ito pong kontrata at kabayaran na ito ay pagyurak sa mga Pilipino pagyapak sa dignidad ng Pilipinas, the senator stressed. National Security Council Assistant Director General Jonathan Malaya supported Tolentinos revelations, saying that the latter is consistent with how the Peoples Republic of China operates. Tolentino, an international law expert, has stood fast in fighting for the Philippines sovereignty and maritime rights and championed Republic Act No. 12064 or the Maritime Zones of the Philippines Act, and Republic Act No. 12065 or the Archipelagic Sea Lanes Act in the Philippine Senate. # Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2055583/tolentino-exposes-link-between-chinese-embassy-and-troll-farms
"Unregistered vape products worth P700,000 seized in Tondo, 1 nabbed","MANILA, Philippines Allegedly unregistered vape products valued at P700,000 were confiscated by authorities in Manila, the Criminal Investigation and Detection Group announced on Thursday. In a statement, police said they seized 40 boxes of vape juice and vape puffs in an operation last Monday in Barangay 103 in Tondo. The suspected seller was arrested and identified by police as Khrystine. [S]he was caught red-handed selling and trading vape products without the necessary permits from the Department of Trade and Industry and the Food and Drug Administration , a clear violation of national health and trade regulations, the CIDG said. READ: CIDG seizes P65M in smuggled vape items in San Pablo City The suspect was charged with violations of Republic Act 11900, or the Vaporized Nicotine and Non-Nicotine Products Regulation Act; and Republic Act 9711, or the FDA Act. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2055596/unregistered-vape-products-worth-p700000-seized-in-tondo-1-nabbed
San Jose del Monte Water Board moves to pre-terminate PrimeWater,"MANILA, Philippines The San Jose del Monte City Water District Board of Directors has formally moved to pre-terminate its joint venture agreement with PrimeWater Infrastructure Corporation amid thewater crisis affecting thousands of city residents. In a letter to Mayor Arturo Robes dated April 10, 2025, San Jose Water Chairman Aurelio Jose Jr. disclosed that the Board had passed Board Resolution No. 15, Series of 2025 on April 3, directing the issuance of a notice of intent to pre-terminate the joint venture agreement with PrimeWater. We issued the notice to PWIC last April 7, 2025 and referred the matter to our statutory counsel, the Office of the Government Corporate Counsel, the letter stated as quoted in a news release on Monday. The water districts decision is consistent with its earlier stance. In December 2024, the San Jose del Monte Water District Board also passed a resolution expressing no objection to several barangays requests for a new water service provider due to PrimeWaters failure to sufficiently supply their water needs. Residents, many of whom have suffered from low to zero water pressure for weeks, expressed deep frustration over PrimeWaters service failures, citing the disruption of daily life, risks to public health, and additional financial burdens of purchasing water from private suppliers. READ: After 88 years, tap water will come to residents near Ipo Dam Robes and the city government implemented several emergency measures aside from deploying water lorries. These included the establishment of emergency water distribution hubs in strategic locations, coordination with nearby LGUs for water-sharing agreements, and the use of mobile water filtration units to provide potable water. Moreover, the City Health Office intensified its monitoring of sanitation risks in affected communities to prevent outbreaks of waterborne diseases. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2056441/san-jose-del-monte-water-board-moves-to-pre-terminate-primewater
Visayan governors look to Gwen Garcias SMB for 20 rice program rollout,"Governor Gwendolyn Garcias Sugbo Merkado Barato program, which provides 20-per-kilo rice, is now being used as a reference by some provinces across the Visayas as they prepare for the implementation of President Ferdinand Marcos Jr.s campaign promise to provide affordable rice. The Department of Agricultures 20 rice program is set to begin rolling out in the Visayas next week. Governor Garcias SMB program, which has been running successfully in Cebu since October 2023, will serve as the model for neighboring provinces as they prepare to launch similar initiatives. READ: Speaker backs DAs plan to sell rice at P20 per kilo At a meeting with the governors of Regions 6, 7, and 8 on April 23, 2025, President Marcos discussed the 20 rice program, and how it will be implemented in the region. The Visayan governors acknowledged the success of Cebus SMB model, and many expressed that they are fortunate to have a proven template to follow. Aklan Governor Jose Enrique Miraflores said, Were lucky to have a template from Cebu. We will just adapt it to our own province. Siquijor Governor Jake Vincent Villa also noted that while Siquijor is smaller than Cebu, they plan to prioritize frontline workers and aim to cover 80% of their households, following Cebus example. The 20 rice program will see provinces purchasing rice from the Food Terminal Incorporated at 33 per kiloand selling it to locals at 20 per kilo, with the 13 difference being subsidized equally by the national government and the provinces. Governor Garcias SMB program has already proven to be an effective solution in Cebu for making rice affordable to low-income communities. Now, as President Marcos begins rolling out his 20 rice promise, other provinces are preparing to adopt Cebus SMB model to deliver the same benefit to their residents. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2055594/visayan-governors-look-to-gwen-garcias-smb-for-%e2%82%b120-rice-program-rollout
"Laguna Water, Laguna Aquatech switch to retail aggregation program, a first outside Metro Manila","Laguna Water and Laguna Aquatech , Manila Water Non-East Zone operating units in the Province of Laguna, have successfully transitioned to the electricity Retail Aggregation Program , marking the first-ever implementation of this initiative outside Metro Manila. This milestone highlights both the companies commitment to delivering clean, sustainable, and cost-efficient water services to the communities and businesses in Laguna. The RAP is an innovative program by the Energy Regulatory Commission which allows electricity consumers to aggregate and choose their power suppliers and negotiate competitive electricity rates. This transition enables Laguna Water and Laguna Aquatech to significantly reduce power costs, a major component of water production expenses. The resulting savings will help maintain affordable water rates while allowing the companies to reinvest in service enhancements, infrastructure development, and sustainability programs. This event, its a small, short quiet event, but really this allows us to proclaim to other audiences what we are doing. To our regulators, to our stakeholders that we are working tirelessly to try to improve operations and empower being what it is. Power, if you deal with it responsibly, you can work around it and make your operations good, said Manila Water President and CEO Jocot De Dios during the ceremonial switching event at the Laguna Water Head Office in Sta. Rosa, Laguna. But theres more, there are more things that we need to do. Theres more that we need to connect and other initiatives that we need to chase with our partners as well. And I think this is the spirit of really proclaiming not just in our country but in the international audience, how we can collaborate with partners, with power utilities and retail electricity suppliers, how we can make sustainability front and center of our water operations. he added. Its inspiring to see RAP expanding beyond Metro Manila. With Laguna Water and LARC following in the footsteps of Manila Water and making the switch, were taking another step toward a more competitive and consumer-driven power sector. This makes us more determined in making sure that all consumers effectively exercise their power to choose and enjoy the savings that come with it. The more participants we have in RAP, the stronger the competition is, and that means better prices and more options for everyone, said Atty. Monalisa Dimalanta, ERC Chairman and CEO. Currently, Laguna Water, a joint venture between Manila Water Philippine Ventures and the Provincial Government of Laguna, provides water, wastewater, and environmental services to municipalities of Santa Rosa, Cabuyao, Binan, Pagsanjan, several areas in Sta. Cruz, Pakil, Victoria and Calauan, and in various real estate developments in Laguna, which includes BellaVita , Amaia and Ayala Greenfield Estates Calamba. Meanwhile, LARC, a joint venture between MWPV and Laguna Water District, is dedicated to the rehabilitation, improvement, expansion, operation, and maintenance of the water supply system in the municipalities of Los Baos, Bay, Calauan, Victoria and Nagcarlan. The RAP transition includes LARCs twenty-five facilities, with a total of 900kW of power demand, and Laguna Waters sixty-seven facilities, with a total of 4.3 MW power demand. Through the RAP, the said operating units will now source electricity supply from PrimeRES Energy, distributed through Meralco. This landmark initiative establishes a new standard for energy-efficient water utility operations, underscoring Laguna Water and LARCs dedication to sustainability, affordability, and operational excellence, ensuring a dependable, cost-effective, and environmentally responsible water supply for the residents of Laguna. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2055589/laguna-water-laguna-aquatech-switch-to-retail-aggregation-program-a-first-outside-metro-manila
"Barrio Dr. Eddie Dorotan, Galing Pook Hall of Famer, challenges Irosin dynasty","At 68, and after surviving multiple angioplasties, Dr. Eddie Dorotan should be taking it slowspending quiet days with his grandchildren and enjoying the peace he has earned from decades of service as a physician, mayor, and tireless advocate for public health and good governance Instead, Dok Eddie, as he is fondly called, is coming out of retirement to run for mayor of Irosin, Sorsogonunable to turn a blind eye to the growing poverty, neglect of public services, and return of old-style politics in his beloved hometown. For the former two-term mayor and Gawad Galing Pook Hall of Famer, whatever time he has leftthough he hopes to see his grandchildren grow upis best spent serving others. I am not going back, he said. I am giving back. Dok Eddie first served Iroson as its mayor from 1992 to 1998, where he was credited for transforming a fifth-class municipality into a model of rural development. During his earlier terms, he pioneered award-winning programs in universal healthcare, sustainable agriculture, participatory budgeting, and peace-building. Under his leadership, Irosins poverty levels dropped and access to basic services improved dramatically. His administrations success earned national acclaim, placing Irosin in the spotlight as a governance success story. Dok Eddie later became Executive Director of the Galing Pook Foundation, where he mentored local government leaders across the country and institutionalized the promotion of best practices in service delivery. He also convened the Global Public Innovations Network, connecting breakthrough initiatives in health, education, and development from Latin America to Southeast Asia. A physician by training, Dok Eddie graduated from the University of the Philippines College of Medicine and earned a Master in Public Administration from Harvard Kennedy School. He has also served as chief of hospital, district health officer, and founder of LIKAS, a pioneering NGO focused on community-based health programs. Despite undergoing multiple angioplasties, Dok remains energetic and determined. I hit 110% of my max heart rate in my last stress test, he said. My heart is strongand so is my will to serve. His decision to return to politics, he says, comes after witnessing a decline in governance in Irosin. Too much poverty. Too much corruption. Too much patronage, he said. Irosin deserves better. He believes that his role is to rebuild the foundations of good governance and inspire a new generation of leaders. This is a transition. Im here to restore what works, and then pass the baton, he said. Today, he serves as a governance consultant to USAID, The Asia Foundation, and the Australian Embassy, advising cities and provincesespecially in the Bangsamoro regionon leadership, conflict resolution, and health systems. A respected figure in both local and international policy circles, Dok Eddie has held key roles such as Senior Fellow at Action for Economic Reforms, Board Member of PhilHealth from 2015 to 2019, and Convenor of the Covid-19 Action Network. He served on the National Immunization Technical Advisory Group during the pandemic, led the Global Public Innovation Network for over a decade, and sat on the National Selection Committee of the Galing Pook Awards. He has also taught governance and development at institutions like the Ateneo School of Government, the Asian Institute of Management, and the UP College of Medicine. Throughout his career, Doc Eddie has received numerous accolades, including The Outstanding Young Men Award for Community Development, the Ateneo Ozanam Award, the Konrad Adenauer Award for Local Governance, and recognition as an Outstanding Physician by the Philippine Medical Association. In 1996, he was named a finalist for The Outstanding Young Person in the World for Public Service. If elected mayor, Dok Eddie vows to deliver honest, quality service and implement programs that promote sustainable agriculture, improve public education, stop destructive quarrying, and protect Irosins natural environment. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . For Dok Eddie, the decision to run again is not about legacyits about responsibility. Among his campaigns are against political dynasty, geothermal and destructive quarrying. If I can still help make Irosin a better place, he said, then thats how I want to use the rest of my life.",https://newsinfo.inquirer.net/2055570/barrio-dr-eddie-dorotan-galing-pook-hall-of-famer-challenges-irosin-dynasty
"PDEA agents arrest 3 men, seize P2.3-M in meth in Zamboanga Sur ops","PAGADIAN CITY, Zamboanga del SurAgents of the Philippine Drug Enforcement Agency seized P2.3 million worth of illegal drugs from three drug suspects in a buy-bust operation on Wednesday afternoon in Barangay Tiguma here. PDEA 9 regional director Maharani Gadaoni-Tosoc said the confiscated meth were contained in five heat-sealed plastic packs with a total estimated weight of 350 grams and a market value of P2.3 million. The arrested suspects were identified as Kandaw Sabal Lintongan, 35, who said he was a farmer in Makir, Datu Odin Sinsuat, Maguindanao del Norte. Nor-ain Canda Lintongan, 32, also from Datu Odin Sinsuat, Maguindanao del Norte, and Mojahid Canda Tanondong, of Tapodoc, Labangan, Zamboanga del Sur. READ: P3.63-M worth of ecstasy tablets intercepted in Manila port, says PDEA All three will face charges for violation of the Comprehensive Dangerous Drugs Act of 2002. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2055599/pdea-agents-arrest-3-men-seize-p2-3-m-in-meth-in-zamboanga-sur-ops
Fire guts Makati restaurant stockroom causing P1.6M damage,"MANILA, Philippines A fire, probably sparked by an electrical malfunction, gutted the stockroom of a restaurant in Barangay La Paz, Makati, in the early hours of Friday, causing an estimated damage of P1.6 million. The fire started at around 1:30 a.m. in the stockroom of Peetchees Bulalo House on the ground floor of the five-story EGI 2 Condominium at the corner of Mola and Primo de Rivera Streets, according to a Makati Bureau of Fire Protection investigator, who declined to be identified as he was not yet authorized to speak about the incident. The restaurant owner, who refused to be interviewed, had earlier gone out to celebrate his birthday elsewhere, only to find out shortly that his business was burning, the fire investigator told INQUIRER.net. There were no injuries as the customers had already left by the time the fire started. READ: Fire in Tondo residential area extinguished after 9 hours Four minutes after the fire started, a resident in the area called the barangay hall for help, according to Eugene Clavejo, the night officer in charge at the La Paz Barangay Hall. In minutes, two firetrucks arrived, one from the Makati BFP and one from the barangay, along with several rescue vehicles loaded with several volunteers and Bantay Bayan personnel. They quickly helped the building residents evacuate to prevent them from suffocating from the smoke billowing out of the stockroom. There was no loud explosion as some bystanders reported, the fire investigator said. But there was big spark similar to what would be caused by an electrical gadget that had short-circuited. The restaurant had a total area of 40 square meters, but the firefighters were able to contain the spread of the fire to about 20 square meters, the fire investigator said. Fire was put under control at 2:07 a.m. and was declared out at 2:21 a.m., but some firefighters remained to keep hosing down the gutted area with water as a precaution. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2055719/fire-guts-makati-restaurant-stockroom-causing-p1-6m-damage
PNP: Holy Week generally peaceful; drowning tops 120 reported incidents,"MANILA, Philippines A total of 120 drowning, fire incidents, and vehicular accidents, as well as a few crimes, were monitored during the countrys observance of Holy Week, according to the Philippine National Police . Based on PNP data released on Monday, this figure was monitored from April 13 to April 21. Of the 120 Holy Week incidents, drowning topped the list with 64, followed by 15 fire incidents, 15 vehicular accidents, three cases of acts of lasciviousness, two alarm and scandal cases, and one theft. READ: PNP: 53 cases of drowning, fire, crimes monitored during Holy Week Meanwhile, 20 incidents were classified under other categories. Despite this, PNP assured the public that the observance of this years Holy Week was generally peaceful with no major untoward incidents. For his part, PNP chief Gen. Rommel Marbil assured the public that PNP will not tolerate violence, intimidation, or any attempt to undermine the will of the people during the elections, adding that the police force will continue to uphold professionalism, fairness, and vigilance in the days ahead. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054501/pnp-holy-week-generally-peaceful-drowning-tops-120-reported-incidents
"Palace says Marcos not bothered by drop in trust, approval ratings","[Updated April 21, 2025, 5:58 p.m.] MANILA, Philippines President Ferdinand Marcos Jr. is unbothered by the drop in his trust and approval ratings in the latest Ulat ng Bayan survey by Pulse Asia Research, a Palace official said on Monday. In a briefing, Palace Press Officer Claire Castro also suspected that the opinions of the respondents may have been influenced by fake news. READ: Pulse Asia:Marcos trust, approval rate down; Sara Duterte up The president is not concerned about any survey ratings. The president, regardless of the rating whether high or low will continue doing his job. He will not be stopped by any survey, Castro said in Filipino. The 2,400 respondents do not reflect the sentiment of the more than 100 million Filipinos in the country. If these people did give their opinions, it was perhaps a result of fake news, she added. Asked whether the arrest of former President Rodrigo Duterte last March 11 may have affected the survey conducted more than a week later, Castro replied: This is something the administration will still look into. During a Cabinet meeting held the same day, Castro said that Marcos ordered intensified efforts against the spread of deceptive information. Fake news can derail the mindset of the public, which is why action is now being taken, Castro said. The palace officials further eased worries about the recent spate of kidnappings in the country. She said there is no need to tap the military on this matter. Some are also spreading claims that there is a widespread kidnapping spree in the country that is not true; that is a big piece of fake news, said Castro. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Based on a Pulse survey conducted from March 23 to March 29, Marcos public approval ratings fell by 17 percentage points, from 42 percent in February to 25 percent in March. The presidents disapproval ratings, meanwhile, went up by 21 points, from 32 percent to 53 percent.",https://newsinfo.inquirer.net/2054520/palace-says-marcos-not-bothered-by-drop-in-trust-approval-ratings
