Headline,URL,Year,Content,Category
EXCLUSIVE: We Reveal the Identity of Family Mediator Harry Called,https://www.dailysquib.co.uk/entertainment/47427-exclusive-we-reveal-the-identity-of-family-mediator-harry-called.html,2022,"Prince Harry suggested bringing in a mediator to solve his rift with the rest of the Royal Family, causing Camilla to ‘splutter over her tea’, a royal source has claimed.
“The meeting with Charles and Camilla was extremely awkward causing disbelief and bemusement,” the source revealed, adding that the Duke and Duchess of Sussex were late to the meeting which left Charles with just 15 minutes to catch up with his youngest son and daughter-in-law before he had to attend the Royal Maundy Service at Windsor Castle where he stood in for the Queen.
The family friend said: “[Harry] actually suggested that they use a mediator to try and sort things out, which had Charles somewhat bemused and Camilla spluttering into her tea.”
They added the Queen Consort told the Duke his suggestion was ‘absolutely ridiculous’ and that they would resolve their differences within the family.
So, who was going to be the mediator that Harry would bring along to the royal family?
The source added that the person was a very well-known celebrity in the United States, and great friends of the Sussexes.
After revealing the name of the mediator, it is a certainty that Camilla and Charles, including the rest of the royal family, would collectively splutter into their tea in absolute disbelief.
Et voila…the mediator, Oprah Winfrey.",Entertainment
LA Rapper Manages to Survive For More Than 6 Months,https://www.dailysquib.co.uk/entertainment/47640-la-rapper-manages-to-survive-for-more-than-6-months.html,2022,"An Inglewood rapper has miraculously managed to survive for 6 months more than the usual life expectancy of rappers, according to reports.
KTITZ-TV, Channel 13 identified the rapper as Half Inch, who has released an album in May called “Bitch Bangin'”
The Los Angeles County Mayor’s office on Tuesday confirmed that a special medal of survival will be given to Wakandaishquan Jefferson, Half Inch’s real name.
Half Inch, 36, is one of the few rappers who has not been shot and killed in Los Angeles County in less than a month. On Sept. 11, rapper Fuque U, whose real name was Kuntekentay Mandingo Johnsons III Esq., was fatally shot during a botched robbery for the 30-year-old’s jewellery while he was having lunch at Roscoe’s House of Chicken & Waffles in South Los Angeles.
On Sept. 14, Little Dee Smalls, 23, whose real name was Barackz Trayvon Richardson, was shot and killed in Compton along with 29-year-old Julius Four Ounce Yeyo Jr.
The shooting tally on rappers for September in LA County was down this year with only 89 rappers shot. Statistics from September 2021 show over 145 rappers were shot and killed in LA alone.
The LAPD revealed that the life expectancy for an African American who declares themselves a rapper or even dares to release an album is less than 6 months. This is why the rapper Half Inch is now going to receive a medal to commemorate his incredible milestone of surviving for more than 6 months.",Entertainment
Alex Jones: The Billion Dollar Man,https://www.dailysquib.co.uk/entertainment/47698-alex-jones-the-billion-dollar-man.html,2022,"Congratulations must be conveyed to shock jock conspiracy theorist Alex Jones, who has acquired the rare accolade of being sued for one billion dollars.
“This is quite an achievement, especially as it will be nigh on impossible to ever pay back that kind of money. One billion dollars is a lot of fuckin’ dollars, man. You can’t even fit that shit into a room,” one flabbergasted American revealed.
This goes to show that messing with grieving families after their kids have been shot and killed in a school is not a fruitful endeavour. When it comes to sensitive incidents involving children especially, it is not clever to do what Alex Jones did. Clearly, one must have some sense of responsibility, and Jones set himself up for that one.
Whether the Sandy Hook folks will ever get their money is another matter. No doubt some creative accountancy from the Jones team will ensure that.",Entertainment
TRIGGER WARNING: Scare Your Ass Silly This Halloween,https://www.dailysquib.co.uk/entertainment/48205-trigger-warning-scare-your-ass-silly-this-halloween.html,2022,"Dare to venture out of your safe space, and mind the multiple microaggressions piling up against your door? Imagine the sheer horror of reading some funny stuff in a book that is not bland soulless preachy woke and pathetic.
There is a creek at the door, can you use cancel culture to completely erase that scary sound from the universe?
Oh dear, could it be a cisgender about to invade your intersectional Black Lives Matter plant-based room with toxic masculinity and mansplaining culturally appropriating internalised misogyny patriarchy?
Hold that trigger finger, for you are about to be triggered.
Do not click here",Entertainment
The Massive Movie Graveyard,https://www.dailysquib.co.uk/entertainment/48367-the-massive-movie-graveyard.html,2022,"Basic Instinct (1992)
A mysterious killer is on the loose who murders men during the act of love. But is it the seemingly friendly psychologist or the extraordinarily intimidating chain-smoking pornographic writer with a dead husband and a penchant for flashing her gash? Detective Michael Douglas has sex with both of them to investigate.
Beowolf (2007)
A soldier who wrestles naked with an ogre and rips the heart out of a fire-breathing dragon is haunted by the knowledge that he is not a true hero because he once knocked one off into Angelina Jolie. 
 Nonsensical parable.
Black Hawk Down (2001)
US servicemen heroically destroy half of Somalia whilst pretending to hand out their lunch. 
 Weepie for dickheads.
Bridget Jones’ Diary (2001)
Adaptation of the popular novel that shows that we can all win the heart of our Mr Darcy if we just smoke too much, drink too much, fall over a lot, have a gay best friend, and our dad’s Jim Broadbent. 
 Comedy for alcoholics.
Dracula (1992)
A small gang set out to murder a man who offers them the option to live a life in which they repeatedly bone anyone they want in a state of eternal youth and health. 
 Originally entitled: How To Be Nice and Boring (1874) by Mrs. Mary Prigstock.
ET
Advanced alien life form arrives on Earth, drinks Budweiser and understandably fucks straight back to where he came from. 
 French-language film based on the original English motion picture, “And”.
Ferris Bueller’s Day off (1986)
Heterosexual teenager Ferris Bueller spends his entire day off helping his whiney little friend to overcome deep-rooted psychological issues instead of repeatedly nailing his extraordinarily attractive girlfriend. 
 Pure Unadulterated Fiction.
Hot Shots! (1991)
Slapstick fun in sanctions-era Iraq.
Jaws IV: The Revenge (1987)
A shark consumed by hatred for the family which killed its ancestors decides to exact a bloody revenge upon them. Posing in disguise as a mild-manned travel writer it becomes a tenant at the family’s home but when it’s time to pay the rent the shark refuses, using a series of legal loopholes to bring the family to the point of oblivion. 
 Inane thriller.
Ghostbusters (1984)
Film that appears to legitimate the deployment of experimental nuclear weaponry against phantom enemies. 
 Children’s Horror/Republican Propaganda.
G.I Jane (1997)
The American military learns that by embracing people of all genders it is better able to kill Libyans.
Harry Potter and the Sorcerer’s Stone (2001)
An 11-year old boy gets into a private school without help from his parents. The boy strikes up a platonic relationship with the over-friendly groundsman and a ginger kid makes two friends.  Implausible fantasy.  Warning: Contains English child actors.
Lethal Weapon II (1987)
The Los Angeles Police Department assigns a racially mixed partnership to arrest white supremacists whilst their colleagues off screen continue to club black people to death willy nilly.
Lost in Translation (2003)
Deeply touching bittersweet love story in which Bill Murray plays a past-it film actor who meets the charming Scarlett Johannson. The unlikely pair seem to let the opportunity slip, as Bill leaves the younger woman to find herself without pressure from him. However, in a final romantic twist just before leaving Tokyo, Bill runs back and whispers into Scarlett’s ear something that appears to be inaudible but which if you lip-read is: “Next time we meet I’m gonna split all three of your holes you scrummy old hag”.
The Matrix (1999)
Computer manufacturers make an entire new virtual reality for us to live in which does not constantly pause to download unwanted updates or require someone to take the day off work just to stay in for BT to come and sort the fucker out. 
 Implausible fantasy.
Mission: Impossible (1996)
Tom Cruise successfully completes a mission. 
 Action Adventure.
Mission: Impossible II (2000)
Tom Cruise starts to wonder if these missions are really so impossible, as he manages to complete two of them in a row. 
 Action Adventure.
Mission: Impossible III (2006)
Tom Cruise gets pedantic about exactly how impossible these missions really are, in the light of the fact that he repeatedly and successfully completes them in a manner that is commonplace in this genre. 
 Action Adventure.
The Motorcycle Diaries (2004)
Wealthy student Che Guevara takes a Gap year to go travelling across South America with his hilarious student mate. Although they have literally no money, they have tons of adventures, really political thoughts, and leave the tourist trail to meet real locals who made the whole experience really authentic. 
 The sequel sees Che and his mate, like, literally doing, like, this awesome bong made out of an upturned bin in Halls.
Pretty Woman (1990)
A ruthless old billionaire is attracted to an impoverished young street girl. Although hesitant at first, the girl’s concerns about the relationship rapidly dissipate when the billionaire takes her shopping. 
 Classic Romance.
Rambo II (1985)
Having killed millions of people in a war with a Very Poor Country, a Very Big Country sends a Very Strong Man to kill some more in an attempt to save some fictional prisoners. 
 Swashbuckling action.
Rambo III (1987)
In the interests of world peace, America sends a Very Big Man to support and train terrorists in 1980s Afghanistan. 
 Swashbuckling geopolitical disaster.
Short Circuit (1986)
The adventures of Robocop’s disabled older brother.
True Lies (1994)
An estranged couple rekindles their moribund love life by annihilating Muslims with bazookas.  Feel-good racial bloodbath for all the family (except Muslim families who can go fuck themselves)
U-571 (2000)
America breaks the enigma code, thereby ensuring the victory of the Free World against the Axis powers and the bullshitting British.",Entertainment
Matt Hancock Found With Huge Amounts of Midazolam in Jungle,https://www.dailysquib.co.uk/entertainment/48277-matt-hancock-found-with-huge-amounts-of-midazolam-in-jungle.html,2022,"Matt Hancock could find himself embroiled in a row with his I’m A Celebrity campmates after being found with a large cache of the sedative Midazolam during his isolation period ahead of entering the jungle.
The Daily Squib can reveal the former Health Secretary, 44, was primed and ready ‘to carry out another covid’ on the campmates.
ITV bosses were left reeling at the erroneous discovery.
Mr Hancock, who lost the Tory whip last week when it was announced he was joining the cast of the show, also has access to his laptop.
Do Not Resuscitate
“It seems Hancock’s plan was simple. Sedate the other contestants. Claim they had a virus, then up the dose, snuffing the fuckers out. Boom! Take the prize money,” an ITV worker revealed.
Earlier on today, Matt Hancock was filmed eating an entire bowl of crunchy crocodile anuses with a big silly grin on his face.",Entertainment
Meghan and Harry Hired Photographers to Document Need For More Privacy,https://www.dailysquib.co.uk/entertainment/48599-meghan-and-harry-hired-photographers-to-document-need-for-more-privacy.html,2022,"“We wanted more privacy, so we hired a crew of cameramen and photographers to make a documentary on our need for increased privacy,” Harry revealed in the latest trailer for the couple’s Netflix series.
Life is terrible when you live in a $15 million Montecito mansion with 16 bathrooms, and vast manicured gardens around you.
Invasion of privacy
“We left Britain because we wanted more privacy from the horrid British people. That’s why you have to watch our new documentary, where photographers and video cameras record our every moaning session about our privacy being breached,” Meghan Markel remarked whilst being filmed in the privacy of her Montecito mansion.
In the upcoming documentary every private moment of the couple is filmed in glorious detail so that people can know that privacy is important especially if you are being paid millions of dollars to being filmed in private.",Entertainment
James Cameron’s Avatar: The Way of the Water,https://www.dailysquib.co.uk/entertainment/48731-james-camerons-avatar-the-way-of-the-water.html,2022,"If you are thinking of taking the family, or friends, or partner to a film of this calibre, you must, and we insist…must…watch it on IMAX 3D. As a piece of work created by Cameron and his crew it is an amazing experience with 3D on an IMAX screen.
Folks, in these times of utter depression and misery, this is what we need, an escape from the burden of reality, and it is James Cameron’s meticulous cinematic wizardry that will take you into a fantasy world of blue for three hours and twelve minutes. Hollywood needs to move in this direction of creating grand entertaining fiction.
The message pretty much given in this sequel is that humans generally suck shit, sure not all humans but especially the corporate military industrial complex conglomerate monopoly business people who basically bulldoze over everything to build fucking car parks and shopping malls over nature reserves and native homes.
This is basic cowboys and Injuns stuff. The good guys are obviously the natives and the bad guys are the harpoon gun toting cowboys.
As for Edie Falco from the Sopranos, we were expecting her to suddenly come out with a plate of gabagool, and chastise Tony for the latest whacking of some wise guy.
The dialogue? Forget about that; sure it’s simple but that is not what the film is about. Films like this are about pure action and visual entertainment with an underlying message — that’s it.
The amount of processing power to render this film must have been huge. The CGI at points did have its flaws, but for a fantasy sci-fi the attention to detail was pore deep, like pores in the skin texture and lighting effects. The human to alien interaction was almost perfect, there was not much textural or granular difference, although in 3D, sometimes the tracking or frame rate was a little jumpy.
If you don’t detest humans after watching this, then you ain’t human. You must go and watch this film, a serious addition to Cameron’s backlog. It is the perfect seasonal entertainment that will entertain.",Entertainment
Failure of Meghan Campaign to Ruin the Royal Family Leaves Her Shattered,https://www.dailysquib.co.uk/entertainment/46065-failure-of-meghan-campaign-to-ruin-the-royal-family-leaves-her-shattered.html,2022,"After being unceremoniously booed on the steps of Saint Paul’s Cathedral and driven off back into the obscurity she fully deserves, Meghan Markle’s overall plan to ruin the British royal family was in tatters.
“You could see it in her malicious fake smiling face, this nefarious implant into the highest echelons of society and tradition had lost her battle. The people love the royal family and Her Majesty the Queen, and Meghan’s evil plans to  besmirch  their reputation had come full circle back onto herself. It was as if the royal household held a mirror up towards Meghan and her disgusting lying attempts to soil their honour,” an observer at the scene recalled.
Meghan Markle and Harry returned to their McMansion in Montecito, California, a broken and disgraced couple of grifters who seem to have lost their edge.
The Netflix extravaganza they are trying to push is now on the ropes. Without the royal connection, they are just simply two ordinary people somehow living in a 16-bathroom faux mansion replete with cheap looking Californian Mexican furniture. Already, Netflix has shed hundreds of thousands of subscribers and may lose even more if they even dare to push the turgid preaching woke Sussex disaster.
The augurs do not bode well, and the universal karma has slowly come home to roost for Meghan and Harry. If Netflix and Spotify had an ounce of balls they would sue for breach of contract and recoup at least some of the money spent on this tawdry conniving couple of con artists. Even many  Americans are bewildered  as to how these two have kept their royal titles despite their utmost efforts to ruin the royal family.",Entertainment
Bored Prince Harry Gets a Pet Monkey to While Away Time in Montecito,https://www.dailysquib.co.uk/entertainment/46283-bored-prince-harry-gets-a-pet-monkey-to-while-away-time-in-montecito.html,2022,"Bored with the lacklustre polo, what else is there to do in Montecito? The gated mansions holding Hollywood glitterati are all closed, and the streets are now full of tourists. Apart from twiddling his thumbs and thinking of England, what can poor Harry do in this plastic land of fakery?
According to some Montecito insiders, the bored former royal has been pining for a pet of some sorts to keep him company in the vast 16 bathroom mansion with cheap Mexican furniture.
“Meghan is usually out either at Oprah’s or with her woke friends on shopping trips to Rodeo Drive spending as much of the Netflix money before they ask for it back. The couple are seriously worried that Netflix will ask for the money back as they have not delivered anything, so their plan is to spend all the money, and when Netflix asks for their cash, they’ll say it’s all gone,” the insider revealed.
The kids the couple have allegedly spawned are usually with one of the Mexican nannies, and thankfully out of sight and sound.
This is why Harry has bought a Guenon monkey from a private breeder in Santa Barbara. Guenons are medium-sized monkeys that are about 16-22 inches tall and weigh 5-15 pounds on average. They are friendly monkeys but as with all pets they need a lot of care, and this suits Harry because he is frankly lonely and isolated in Montecito.
According to one of Harry’s new American chums, he calls his new monkey friend, “Willy” and so far the pair have bonded very well.
“Harry talks to Willy the monkey a lot and has even constructed a large holding pen for the primate where he can swing around. Harry also likes to take Willy into his study where he reads it colouring books as it jumps around the room,” one of the servants revealed.",Entertainment
Harry and Meghan Back to Oprah For Another Tell-All Show,https://www.dailysquib.co.uk/entertainment/46362-harry-and-meghan-back-to-oprah-for-another-tell-all-show.html,2022,"The Sussexes are planning a new tell-all show with Oprah helped along by their activist actress friend Janina Gavankar. Gavankar who is half-Indian is guiding the couple, specifically Meghan on what to say and how to act during the performance.
Seen being driven by Harry, Oprah’s house is only a three-minute walk from the couple’s Montecito mansion, but in the interests of climate change it was deemed improper to walk but instead use a convoy of gas guzzling SUVs to make the short journey.
Naturally, for extra effect the couple called every photographer from LA to Alaska to cover the short trip in order to fuel more fear in Britain’s royal palaces.
Harry and Meghan are devout climate change activists who travel regularly in private jets that emit large amounts of carbon emissions into the atmosphere. Their most recent trip was on a Bombardier Global 6000 at a cost of $200,000 from the UK to the US.
Ding Ding Round Two
Industry insiders reveal that the latest meeting with Oprah is a plan to seal the charges of ‘racism’ against the royal family and reveal details about the alleged appalling treatment the couple received during their UK visit.
Meghan Markle who cut off her own father for talking to the press, has no qualms about manipulating the media and press herself for her own ends.
“The plan is very simple. It’s basically round two with auntie Oprah. Forget about Netflix, for the couple, live television is where it’s at, and the couple have put Netflix on hold forever. For the Duke and Duchess Netflix was just a way to get some quick cash off the chump executives promising them the world whilst delivering only crumbs. Obviously the naive Netflix execs were duped and fell for the ruse hook line and sinker. Now Oprah is the one they really want to deliver the juice to, and the others they will throw a few bits of junk just to shut them up,” a KRC PR Media exec from LA revealed.
There are numerous PR teams and media companies working with the Sussexes to not only elevate their standing but to denigrate and ruin the British  royal family.
“On Meghan’s orders Harry is doing his best to finalise the public shaming of the royal house of Windsor. The two were not going to Oprah’s house for an organic self-sustainable cup of fucking coffee. They were going to pitch the dirt, to plan their next move so that they will once again steal the limelight from Windsor and cause as much damage as they possibly can.”
CBS executives have been clamouring for an update for some time now, and this latest trip to Britain by the former working royals has picked up enough dirt to evaluate a precise plan of action.
The alleged bullying case against Meghan when she was in Britain was recently curtailed by the royal family on the orders of the Queen herself, as a sign of good will however it was not enough for Meghan and Harry who seek a full apology for their interpretation of how they were treated by the royals.
When the couple were  booed  on their return to Britain and sidelined, further animosity was created polarising the factions further.
The couple also stand to make an even larger financial splash when the second interview with Oprah is aired in December.
“This will make Netflix look like complete idiots,” another commentator revealed on Twitter.",Entertainment
