Headline,URL,Year,Content
"Scientists: ""Why Eating Food is Dangerous""",https://www.dailysquib.co.uk/health/1928-scientists-why-eating-food-is-dangerous.html,2009,"Those 
who eat from entire food groups are risking their mental and physical 
wellbeing.
Experts are now advising people to not eat food if the want to stay healthy.
“Eating is just so yesterday. It’s not just fashion models who should adhere to this healthy diet but the rest of us as well,” Dr. Adrianna McKenna from the Food Institute told the Daily Squib.
The ‘rules’ vary from person to person, but the consumption of food can lead to death sooner than later.
“99% of foods are tainted by pesticides and contain artificial additives such as MSG or are genetically modified with no nutritional value whatsoever, this is why we are advising people to not bother eating anymore,” Dr. McKenna added.
While such habits may seem quirky, they can have a beneficial effect on health.
Cutting 
out all food will leave people with less worries and will put less strain on their lifestyle.
“You won’t ever have to think about where your next meal is coming from or what to cook, this is hugely liberating for everyone,” another expert at the Institute said.
The scientists from the same Research Institute based in Bristol, have also discovered the ultimate anti-ageing remedy, a cyanide pill that will stop you ageing another year of your life. Clinical trials are already at the phase 3 stage and the new anti-ageing remedy will be available in six months time."
Bike Riding in China Good Fitness Guide,https://www.dailysquib.co.uk/health/15681-bike-riding-in-china-good-fitness-guide.html,2015,"“I get up in the morning. Put on my gas mask and get on my bike. I like to go through the white smoke racing here, racing there. I wear gloves or my skin hurts with the acid in the air. When I come home I decontaminate my clothes and change the filter in my gas mask,” Xian Ling, 23, a keen bicycle rider from Tianjing revealed.
This year alone 589,000,000 Chinese people took up cycling and the trend seems to be growing. Every year 589,000,000 people die from toxic air pollution so everything evens out.
“My friend Xing Ziang went over a cliff the other day because of the atmosphere he could not see where he was going. It was very sad, we could not find the body because we cannot see more than 12 inches in front of us,” Kwan Ji, another young bike rider revealed who has since died by riding his bicycle under a 20 tonne truck.
Minister for Leisure, Tian Shin, was adamant that the toxic chemicals people breathe during bike rides are not a cause for alarm.
“The air is clean. We urge all people to breathe in the air deeply. Bike riding is good for respiration and exercise. Come to China, see for yourself.”"
Fit Healthy People Die as Much as Unhealthy People New Study Claims,https://www.dailysquib.co.uk/health/2703-fit-healthy-people-die-as-much-as-unhealthy-people-new-study-claims.html,2011,"The international study utlised data from 10,934 subjects over a period of twenty years and from many social strata. The conclusions are a shock to many who think that being healthy and fit will stave off death.
“This study proves that people who exercise daily and eat healthy diets are just as susceptible to death as unhealthy people who indulge in pursuits such as drinking alcohol, smoking, taking drugs and having loads of wild sex fun,” Professor Joseph Edelweiss revealed.
Keith   Pilc hards, 74, from Chicago, USA,  was one of the study subjects and is deemed as having an ‘unhealthy lifestyle’.
“I been doing it for seventy four fuckin’ years mate and I ain’t croaked yet. Look at me, I’ve watched all those healthy people drop dead and I’ve had a good time. I eat what I want, smoke what I want, f u ck whoever I want and drink what I want. I’d rather have my Dionysian ode to a Bacchanalian life and not some boring crappy health-freak non-existence, where you cannot eat anything, you have to exercise all the time and you can’t have a good session or stay up for four days in a row partying.”
Another subject, Robbie Dickinson, 39, from San Diego, USA, used to be a health fanatic, who sadly passed away last week. He lived a totally healthy lifestyle with an all organic macrobiotic diet, constant gym workouts and regular detox regimes.
“This guy never ate a piece of pizza in his life, never guzzled beer, never got his leg over with some broad he just met that night, never lived. We know, for example, that he would tease himself everyday by putting a slice of pizza in front of himself and would be sweating profusely just at the thought of taking a delicious bite: instead electing to just eat birdseed and lettuce. He certainly did not indulge in a Filet Mignon or three washed down with copious amounts of wine. In essence, he was a boring old fart, and his ‘life’ if you can call it that, was pitiful to say the least,” Professor Edelweiss added.
Other scientific facts discovered in the study were even a surprise to the researchers.
Drugs are generally good for you if used in moderation. They can not only be used correctly to increase one’s consciousness but also to garner a broader understanding of the universe, art and life. Psychotropic drugs as well as cocaine and heroin in particular can be incorporated into a person’s lifestyle for prolonged periods, without any adverse effects if utilised without excess.
“A little heroin or opium in the mornings, maybe some cocaine for lunch, then in the evening an aperitif of hashish whilst servicing some young lady I just met. A little indulgence here and there never hurt anybody did it? Everything always in moderation I say,” another subject, Oliver Weed, 89, from London, UK, said.
So, go on, indulge, have fun, because you’re only here once."
Is Anger the New Calm?,https://www.dailysquib.co.uk/health/2678-is-anger-the-new-calm.html,2011,"Speaking from University College London, Professor James Dullingbowl, senior research fellow into the study said: “After ten years of research into the fascinating field of anger and rage we have come to the conclusion that this is the normal  behavioural mood  state of modern people now. Hundreds of years ago things were a lot calmer but now everyone’s so fu cking angry and bothered. This morning, I said good day to a gentle looking old lady and she hit me over the head with an umbrella. Try smiling at someone in the underground or greet someone in the street. You’ll be lucky to only get one kidney stabbed.”
The Anger/Rage study used over 25,000 subjects from all over the UK over a ten year period.
The research found that anger levels in the UK have risen sharply in the last decade and are so high today that all it will take for the whole lot to go up in flames is even more anger inducing bollocks to happen.
So what in the world is making the people so fu cking angry?
“Every day life. Living in the UK is like living in a concrete goldfish bowl crammed with thousands of other bloody goldfish. People cite overcrowding, enormous taxation and no hope, pension or ability to buy a home to fu cking live in, as the main reasons. You can’t drive on the overcrowded pot hole ridden roads anymore let alone park anywhere, no jobs and it’s all fu cking getting to me I can’t take it anymore. This morning I got so angry I punched a hole through my front door. I was so angry at breakfast that I ate the cardboard box as well as the cereal inside. No, not hungry, I was angry,” the professor shouted as a fight broke out in the laboratory.
Chemtrails
These new findings are however at odds with the Coalition’s new Happiness Index being touted to all the media at the moment. According to the government, everyone’s really fu cking happy."
TSA Checks for Prostate and Bowel Cancer,https://www.dailysquib.co.uk/health/2539-tsa-checks-for-prostate-and-bowel-cancer.html,2010,"“Now when you fly through an American airport, we can also give you prostate check for men and also bowel cancer checks. Women will get all cavities checked. This is also part of the new Obama Health Care initiative as well as security for a trouble free flight,” Roger Sanchez, TSA operations director, at Newark airport told CNN.
The TSA which has promoted the new positive medical check story to all media channels, will make sure the new rectal checks will be a key factor with flying Americans when it comes to Thanksgiving.
TSA One Stop Shop
“I’m flying from New York to Phoenix this Thanksgiving, so when I get my rectal check, at least I’ll be safe in the knowledge that I know what’s going on down there plus I won’t have to fork over seventy five bucks for my doctor to do the same thing,” Gerry Harkinson, 65, told CBS news.
“We see things here in the airport that even the most intimate doctor’s probe will scant see, so people should be happy that they’re getting checked in their butt holes,” a TSA official said on Monday before sticking his arm  half way  up an elderly gentleman’s bottom.
A passenger flying from Newark to Wisconsin said: “I just got my bunghole checked and it’s ok thank god. Now when I go to Thanksgiving and stuff my turkey, I’ll know how that thing feels.”"
Decrease in British Babies Born Drunk Institute Reports,https://www.dailysquib.co.uk/health/2181-decrease-in-british-babies-born-drunk-institute-reports.html,2010,"Leading experts who have been keeping records on Britain’s birth rate and practices since 1945 have revealed the slight decrease in the rate of babies born drunk in Britain in 2010. Social scientists have been debating the new findings with great zeal.
Binge Birthing
“We have seen a remarkable decrease in babies born drunk in England and Wales. In some areas of the country, there was an incredible drop of over two percent. So in real terms, we are talking a year on year decrease to only 128,000 births of alcoholic babies per annum. We have hypothesised that the change may be due to the price of alcohol increasing slightly this year that caused British mothers to shun the booze slightly. Either way, this is shocking news and we are very happy to release our findings to the general public.”
Professor Giles Hinkleman, who oversaw the study has stated that the institute is still collating data therefore it may be awhile until the full picture is known.
“Hospitals are used to seeing babies born drunk. So it has been with great interest that we have seen a slight increase in babies actually being born sober in the UK. Can you imagine the socio-economic ramifications of this statistic? This is insane, the fabric of British society is being threatened from the core by these findings,” Ronald Beasley, a researcher on the project told New Scientist magazine."
White Americans Outraged by Obama's Healthcare Plans,https://www.dailysquib.co.uk/health/1921-white-americans-outraged-by-obamas-healthcare-plans.html,2009,"Here in Lebanon Pennsylvania jeers and taunts ring out from the local town hall where a congregation of locals rail at the new president’s plans to socialise American healthcare. The majority of the assembled crowd are white middle-class and damn angry.
“Why should we have to pay for all the other people to have health care? I’ve worked hard all of my life and I pay for my own health insurance. Why should we end up like the socialist British with their crumbling NHS dealing with binge drinkers all day and night. You have to wait months, even years to get any treatment in the old crumbling, dirty, Victorian hospitals with hardly any facilities,” one man told the assembled crowd of 1,500.
Indeed, it is true, the proponents of socialised healthcare know that those who stand to gain most are the millions of illegal immigrants and mainly African American/Hispanic population who do not have healthcare or will ever have a chance of getting it under a Republican government.
“Why should white people have healthcare and not us? African Americans want to get treated too. Now that Obama is saying we should get healthcare and that white folk should pay for it they’re getting all angry? Well, they needs to grow up for a change,” Elijah Jones, 47, a resident of Detroit told CBS news.
America’s known population is approximately 304 million compared to the UK’s of 60 million people, making a viable NHS style healthcare system an immense burden on America’s already bankrupted taxpayers. Even with the UK’s relatively low population there are serious limitations to treatment and there are cost thresholds for each person’s life.
Britain’s National Institute for Clinical Evidence (NICE), which evaluates treatments in terms of the average increase in life expectancy states that if the cost of prolonging someone’s life for a year exceeds more than £30,000, then the NHS will not pay for that treatment. The NHS thus DOES decide who lives or dies in the UK through a ‘death panel’ and if the Americans were to get their own healthcare system like Britain’s NHS they would have to incorporate a similar system in the United States.
If one looks at the British system, the NHS is on it’s knees with massive black holes in it’s huge budget through mountainous inefficiency and waste which severely puts limitations on the quality of treatment for every individual in the UK. The lack of funding under Labour, as well as the vast increase in the UK’s population due to unfettered immigration has left the NHS moribund and near death.
UK waiting lists for the NHS are huge and most wait for treatment for many years only to die before anything is done for them, that is, unless you are a high ranking Labour politician or part of the hierarchy like a scientist or social technician.
“Here in the UK, anyone can be treated by the NHS, that’s why half of the third world is daily trying to come across the Channel to these islands. Many succeed and are granted leave to remain, thus increasing the burden on society. Britain’s binge and stab culture is also a huge burden on the already overloaded system. Every day the NHS is inundated with millions of patients who want costly treatments costing billions per annum. The NHS is just a huge blackhole for taxpayers money to pay for everyone’s healthcare. So why can’t America do the same thing? You will see the benefits for your populations,” Britain’s Health Minister, Burnham Haemorrhoid  MP told a CNN news program about healthcare on Monday.
If you get cancer in England’s NHS system you are consigned to mediocre treatment and a quick death, at least in America there is a good level of service for cancer treatments and the survival rates are much improved than the UK. This may all change of course, if Obama embraces the British system.
Once again, president Barack Obama has opened up a huge festering sore on American society. The US is a fractured nation where inequality is so engrained that it may take an internal war to solve.
Midwest Americans are now joining paramilitary and militia groups so fast that the authorities cannot keep track of them, all it would take is a certain spark to go off and America would be turned into a tinderbox of guns, psychos and pent up anger that has been at boiling point for quite some time now.
As Senator Arlen Specter said on Monday: “There is more anger in America today than at any time I can remember.”"
Home Surgery DIY Tips During NHS Doctors' Strike,https://www.dailysquib.co.uk/health/3389-home-surgery-diy-tips-during-nhs-doctors-strike.html,2012,"You’re in deep trouble, the blood’s pouring out, what do you do? Well, going to hospital is out, so get ready to go to the kitchen table for some DIY NHS surgery.
First things first, anaesthetic. You will need that if you’re going to be doing some deep invasive surgery on the body. You will probably need some spirits, whiskey, gin, vodka, mouth wash. Either that, or a good punch to the head will act as a good anaesthetic.
If the blood is shooting out in all directions try to get a towel and wrap it around the wound. If that does not work, you need to just direct the squirting jets into a bucket and hope that you can shovel it back into your body at a later date.
If you have acute appendicitis, try to douse the area with alcohol before you make the first incision. Remember not to smoke while doing that. If possible, wear some kitchen gloves and use a sharpish knife. Bluntness will just make the procedure even more painful.
Brain  surgery with a cordless drill can be extremely dangerous, so only attempt  it with an adult present, or someone who knows what they’re  f * cking well doing.
For broken legs you will need a splint, so get a chair, smash it on the floor and use the wood as a splint with some ripped up shirts or a piece of rope to hold the wood together.
Anything else, just take two aspirin, go to bed and you should feel better in the morning."
Deadly Cucumbers Get Revenge on Humanity,https://www.dailysquib.co.uk/health/2792-deadly-cucumbers-get-revenge-on-humanity.html,2011,"“These are killer cucumbers. We cannot be complacent here. All it takes is a cucumber in a sandwich or a salad and you’re dead. They’ve got us on the run,” an EU food standards official told Bild newspaper in Germany.
Many have now succumbed to the killer cucumbers and are either still in hospital seriously ill or even worse — dead.
“I swear I heard one of the cucumbers I bought from the supermarket the other day sniggering as I took it out of the bag. Luckily I only ate a few slices of the sucker before I read a news story about all the people getting killed by cucumbers,” Helen Vorgens, a resident of Hamburg, Germany, where over 40 people have died from eating killer cucumbers.
EU officials are now warning citizens about tomatoes.
“Killer cucumbers are evil, but if you add a killer tomato into the mix, you get one fucked up salad,” Josef Rasslinger, the EU’s food minister told Reuters."
"EMERGENCY: Zika Already Spread Globally Australia, China, USA, UK",https://www.dailysquib.co.uk/health/17251-emergency-zika-already-spread-globally-australia-china-usa.html,2016,"Because planes are flying globally, the Zika virus is now reaching parts of the world and spreading fast. Air travel is a serious threat to global populations contracting Zika, a virus with an incubation period of two to seven days.
There may not even be symptoms of infection and millions of people could soon be carrying the Zika virus unaware of their deadly cargo.
Some cases have been discovered in  Australia , a pregnant woman has contracted the Zika virus. In  America  there have been reports of Zika infection, and also in  China . Four cases of Zika have been found in the  UK . These are the infections that are discovered, as Zika is a covert virus, it can spread far and wide without knowledge from the authorities.
It is therefore advisable that pregnant women who contract the Zika virus receive immediate abortions, and that the populace within infected areas desist from any sexual activity with a partner, and do not receive blood transfusions.
Zika is transmitted through mosquito bites, bodily fluid transmission like blood, semen, saliva.
As long as there is air travel on a mass scale globally, there will be no end to the Zika infection rate.
AIR FLIGHT STATISTICS
In 2013 there were  99,726 flights  per day. There are  49,871   routes  being served globally. Some are served many times a day, others only once every two weeks or even just a few times a year. Annually there are approximately  37.4 million  flights globally serving  2.97 billion passengers . Source  ATAG"
Vote Remain: Goodbye NHS,https://www.dailysquib.co.uk/health/17847-vote-remain-goodbye-nhs.html,2016,"“Because of the mass influx, and abuse of the system, if you need an ambulance, you will not get one. If you need immediate medical assistance you will not get it. If you need medicine to keep you alive, you will not get any,” an NHS official told the BBC.
The horror stories that flow out of the NHS even detail some instances of  £181,000  being spent on one single migrant.
There is little or no money left in the pot, and staying in the EU will increase the migration into the UK.
“The millions of migrants being accepted into the EU, only have to wait for a few years before they become EU citizens and are free to move within the open Schengen zone,” EU official Dietmer Schloss, told Euronews.
One concerned British citizen said: “Imagine if your child is sick. You call the ambulance. No one comes. What do you do? You voted to remain in the EU, and you will have to live with the consequences of your actions for the rest of your life — especially your child’s life, who is now lying dead in your arms.”"
Government Accepts EU Damages Our NHS,https://www.dailysquib.co.uk/health/19102-government-accepts-eu-damages-our-nhs.html,2016,"Commenting on the fact that the Government has been forced to amend its own Queen’s speech for the first time in 92 years,  Peter Lilley  said:
‘We are pleased the Government accepted our amendment calling for a Bill to protect our NHS from TTIP. But the refusal of the Minister replying to the debate to promise that the Bill or its contents will be published before the Referendum suggests something fishy is going on. If it is not published the only sure way to protect our NHS will be to vote to leave the EU.’
The Transatlantic Trade and Investment Partnership (TTIP) is a trade deal being orchestrated between the EU and the US. The clandestine project has been formulated in deep secrecy, and will seek to eventually privatise the NHS if the UK remains in the EU.
TTIP seeks to reduce the regulatory barriers to trade for big business, food safety law, environmental legislation, banking regulations, health care and the sovereign powers of individual nations. The primary aim of TTIP is to open up Europe’s public health, education and water services to US companies. This will most certainly mean the privatisation of the NHS.
David Cameron and George Osborne, are championing the TTIP deal because it will mean the costly NHS will become a business, and bring lucrative deals to the corporate bosses. This essentially means the NHS will have to be a paid for service and no longer ‘free’.
The only way to save our NHS is to Vote Leave on June 23."
Home Remedies for Common Aches,https://www.dailysquib.co.uk/health/19519-home-remedies-common-aches.html,2016,"The causes for pain can vary from hurting yourself doing tasks to internal inflammation caused by weakening joints or muscles. Whatever the cause, the experience of pain is not a pleasant feeling, but luckily the remedies are not far from reach.
Natural home remedies can be used safely for most common pains and you should be feeling better after trying these following tricks and tips.
Rub the pain spot with home creams
For joint pain and conditions such as arthritis,  homemade creams  can offer instant relief. You’ll only need some cayenne powder, almond or olive oil and a bit of beeswax. By combining these together and heating in low heat, you can create a mixture to use when the pain strikes.
Rub the pain spot with the mixture and wait for the capsaicin from the pepper to heal you. Capsaicin depletes the substances behind the pain signals and you’ll end up curing the pain. In fact, capsaicin is used in many painkillers and heat creams you can buy from pharmacies.
If you want to skip making your own cream, you can find natural joint relief from retailers such as Native Remedies.
Get rid of sore throat
Bacteria in your throat often cause a sore throat. You should therefore combat it with remedies containing plenty of antimicrobial properties. Fresh garlic has been shown to possess these qualities in much larger quantities.
You can crush garlic cloves and mix them with warm water. Gargle twice a day with this solution and continue to do so for around three days. The warm water will not feel as harsh on your throat and the garlic will reduce pain and clear the area of any bacteria.
Eating fresh garlic can also be a good idea during flu. The anti-inflammatory agents will reduce pain and the antimicrobials will help fight the virus.
Bath in Epsom salt
As our foods have become more processed, we’ve started missing out on essential nutrients. One of the essential electrolytes we consume less is magnesium, which is vital for muscle health.
People who suffer from muscle deficiency can notice more pain, as the muscles contract even when you don’t want them to. By increasing your magnesium intake, you might get relief to your backache and muscle pain in general.
A good idea is to purchase Epsom salt from web stores like EpsomSalts.co.uk. Add the salt to your bath water and soak in it for 10-minutes and you’ll feel better. Alternatively, you could shop for magnesium supplements with savings codes from Affordable Supplements. Instead of searching the whole internet for discount codes, you can just hit  VoucherBin.co.uk  and enjoy the latest vouchers, organized according to your favourite retailers, all at one place.
Cooling a burn
As the summer is upon us, many of us unfortunately end up experiencing slight sunburn. Sunburn can be painful, but you can instantly calm down the irritation and pain with some aloe vera gel.
The gel works by protecting the burnt area from the air, which irritates the nerve endings that are exposed because of the burn. Aloe vera can also act as an anti-inflammatory, so it’ll help heal the burn quicker. You can find fresh aloe vera, as well as gels on the Real Foods website.
Combat nausea
If your pain is causing you nausea, then ginger can be used for relieving your pain. It’s possible to simply add a bit of ginger to your food or use ground ginger and mix it with warm water.
If your nausea is more severe, you might want to prepare frozen ginger chips. Infuse fresh ginger pieces in hot water and strain well. Freeze the pieces and wait until they turn into icy chips. You can suckle on these chips throughout the day, ensuring a steady stream of this anti-nausea cure for your stomach.
Fresh ginger won’t be hard to find, as you can simply purchase it from your local supermarket. You can also consider ginger capsules from Holland & Barrett.
Holland & Barrett has plenty of fans and YouTube videos are a great way to find out more about the brand. Check out the below video by Angela B Jessica, who is sharing her shopping tips and the health benefits of the retailer’s products:
Bonus tip for pain: Listen to music
Finally, if you are suffering from chronic pain, finding a cure can be much more difficult. The above home remedies might not completely remove the pain and even over-the-counter medicine can often offer no salvation.
Don’t give up hope, as music might offer relief. A study published in The International Journal of Nursing Studies examined music as a solution to chronic back pain. The patients, who listened to music for 30 minutes, felt a 50% reduction in pain.
Therefore, you might want to buy some music at MusicMagpie and distract your thoughts away from the pain and to the lovely sounds next time pain strikes.
Your home cupboards are already probably full of natural home remedies for these common conditions. All of the above cures are easy to obtain and they can relief your suffering within a few minutes.
Sponsored"
Obamacare Subtitle C-11 Section 2521,https://www.dailysquib.co.uk/health/3734-obamacare-subtitle-c-11-section-2521.html,2013,"“We spent months looking through this intricate document and found something rather scary. It holds a clause that for an American citizen to receive universal Obamacare, they will have to submit to an implant, possibly RFID or otherwise. No implant, then no health care for you, simple as that. I don’t want to scare the public but it’s right there in plain sight, subtitle c-11 section 2521. It’s tucked away so if you blink an eye, you will surely miss it,” an American liberty watcher on Capitol Hill revealed yesterday.
National Medical Device Registry from H.R. 3200 [Healthcare Bill], pages 1001-1008:
(g)(1) The Secretary shall establish a national medical device registry (in this subsection referred to as the ‘registry’) to facilitate analysis of postmarket safety and outcomes data on each device that— ‘‘(A) is or has been used in or on a patient; ‘‘(B)and is— ‘‘(i) a class III device; or ‘‘(ii) a class II device that is implantable, life-supporting, or life-sustaining.”
According to the FDA, a class II device is an “implantable radio frequency transponder system for patient identification and health information.”
Disarming crucial before implementation
“I don’t think people know what comes with their Obama Health Care. You’ve got to read the fine print folks. Why you think Obama wants to take away your guns now? Because when they make you do the Obamacare, they’re gonna chip you and your family. Why you think the DHS is stocking up with millions of rounds of ammo? It don’t make sense to have an armed people who can fight that does it? So you first go for the guns, then you get the prize,” another liberty watcher said, before a black van came along and some men in grey suits took him away.
History will thus put the American government down as pioneers of the mass microchipping of their entire human population — not just the animals.
Worried officials from the Obama administration said on on Monday: “We just don’t want those Right Wing Christian nutjobs to get wind of this. All hell would break loose then.”"
Traces of ‘Cow Meat’ Found in British Burgers,https://www.dailysquib.co.uk/health/3789-traces-of-cow-meat-found-in-british-burgers.html,2013,"Food and farming minister David Heath said: “Obviously somewhere along the line the burgers were contaminated with cow meat. This is highly unnacceptable and heads will roll for this.
He added: “This is an absolutely unacceptable situation and to think for one second that an ounce of cow meat got into a  burger  full of horse, donkey, raccoon, skunk, pork, giraffe, jackal, rat, cat and dog meat makes me sick to the core. “
Alfie Nocks, a factory worker, 42, from Hartlepool was disgusted at the news: “When I heard off the telly that the  burgers  I been eating had cow meat in ’em I chundered over the missus. Everything else mate, but not cow, innit!”
All burgers in the UK have now been recalled as of yesterday."
Vegetables Declare War on Junk Food: “We’re Taking Over Your Plates!”,https://www.dailysquib.co.uk/health/51700-vegetables-declare-war-on-junk-food-were-taking-over-your-plates.html,2023,"In a surprising turn of events, vegetables across Britain have declared war on junk food, declaring that they are taking over the nation’s plates and pushing unhealthy snacks to the sidelines.
In a press conference held yesterday, a spokesperson for the vegetable coalition, Professor Lettuce Pray, said, “Enough is enough! We’re sick of being the side dish to your greasy fucking burgers and fries. It’s time for vegetables to take centre stage and show everyone what we’re made of!”
The move has been met with mixed reactions, with some people applauding the vegetable coalition for promoting healthy eating, while others have expressed concern that they will be forced to eat boring salads and unappetizing green vegetables.
In response to the vegetable takeover, fast food chains have launched a counter-attack, introducing new menu items that incorporate vegetables into their products. McDonald’s has announced a new “McVeggie Burger” that features a blend of vegetables in a crispy coating, while KFC has unveiled a “Veggie Bucket” that includes a selection of battered vegetables and dips.
Despite the resistance from the evil junk food industry, the vegetable coalition remains undeterred. “We’re not going to stop until every plate in the country is covered in vegetables,” the spokesperson declared. “You may think you don’t like us now, but just wait until you try our new range of vegetable-based desserts!”
It remains to be seen whether the vegetables will be successful in their bid for culinary dominance, but one thing is certain: it’s going to be an interesting battle between the greens and the grease."
Coincidence? Global Pandemic Exercise Took Place in October 2019,https://www.dailysquib.co.uk/health/52622-coincidence-global-pandemic-exercise-took-place-in-october-2019.html,2023,"The  Event 201  global pandemic exercise was hosted by The Johns Hopkins Center for Health Security in partnership with the World Economic Forum and the Bill and Melinda Gates Foundation on October 18, 2019, in New York, NY. This was exactly the time when COVID-19 was spreading in Wuhan, China and in some parts of Europe due to Chinese tourists. The Chinese authorities were covering up infections, and it was only in January/February and March 2020 that events started to escalate as more people fell sick around the globe.
The Event 201 meeting planned everything out meticulously, and was obviously in the works  years prior to the Wuhan leak . The agencies and conglomerates at the meeting estimated the deaths of 65 million people, but unfortunately for them the numbers were far less. The official death toll as of now in 2023 is  6,907,147 , therefore the Event 201 team have fallen short of their target by 58,092,853.
Of course, there may be discrepancies in the global figures for Covid-19 deaths, mainly because of the secrecy from China during the first phases of the pandemic and throughout its many outbreaks. While the rest of the world were recording huge death tolls, China only recorded 140 or so deaths from Covid.
The Event 201 simulation just before the pandemic hit is not alone with its timing. On September 11, 2001, the  National Reconnaissance Office  were to conduct a simulation of a terrorist attack involving planes flying into buildings, which was called off when the actual 911 attack took place.
Falling short of their target for the Event 201 plan must have really hurt the team, so now they are most probably planning for a second pandemic with god knows what disease. Could be another Covid-19 mutation/SARS/Bird flu/Ebola, the labs are  working on it  right now.
During a BBC interview on April 12, 2020, Bill Gates solidly denied there was ever an Event 201 global pandemic exercise and pleaded innocence: “Now here we are. We didn’t simulate this, we didn’t practice, so both the health policies and economic policies, we find ourselves in uncharted territory.”"
Bridges Beyond Anxiety: Navigating Relationship Challenges and Cultivating Resilience Together,https://www.dailysquib.co.uk/health/54675-bridges-beyond-anxiety-navigating-relationship-challenges-and-cultivating-resilience-together.html,2024,"In  the intricate dance of relationships, there are moments when the path becomes a bit more challenging to navigate. Anxiety, a complex and pervasive force, can cast shadows on the bonds we share with our partners. Understanding its impact and learning to communicate effectively in its presence can be the key to strengthening the bridge that connects two hearts. In this exploration, we delve into the ways anxiety may influence your relationship, unravelling the communication challenges it introduces. More importantly, we’ll discover insights and tips for both partners to foster understanding and build resilience in the face of anxiety-related challenges.
Anxiety is like a silent intruder, affecting not just the individual experiencing it but also those around them. It can manifest in various forms, from generalised anxiety to specific phobias or social anxiety. In relationships, the impact of anxiety can be profound, creating ripples that touch upon every aspect of the connection.
One of the primary challenges is the way anxiety influences communication. Partners may find it difficult to express themselves openly, fearing judgement or rejection. Conversely, the partner of someone experiencing anxiety may struggle to comprehend the seemingly irrational fears or worries. This miscommunication can create a divide, leading to frustration and resentment if left unaddressed.
Building bridges beyond anxiety begins with acknowledging and understanding the communication challenges it presents. Here are some key aspects to consider:
Create a Safe Space for Open Communication
Encourage an environment where both partners feel safe expressing their thoughts and emotions without judgement. Foster a sense of understanding and empathy, recognising that anxiety is a shared challenge.
Develop Active Listening Skills
Effective communication involves not just speaking but also listening actively. Pay attention to your partner’s concerns and feelings, validating their experiences without trying to immediately solve the problem. Sometimes, a listening ear can be the bridge to connection.
Use “I” Statements
When discussing emotions and concerns, frame your thoughts using “I” statements to express personal feelings without assigning blame. This can help prevent defensiveness and encourage a collaborative problem-solving approach.
Fostering Understanding and Building Resilience 
Beyond communication, cultivating resilience is essential for weathering the storms that anxiety may bring into a relationship. Consider the following tips:
Educate Yourself About Anxiety
Knowledge is a powerful tool. Both partners should invest time in learning about anxiety, its various forms, and coping mechanisms. This shared understanding can strengthen the foundation of the relationship.
Seek Professional Support
Don’t hesitate to explore professional help, such as couples therapy, individual counselling or private treatment.  Delamere  looks at underlying factors that drive your behaviour and can provide treatment, coping mechanisms and strategies to navigate anxiety-related challenges.
Practice Self-Care Together
Building resilience involves taking care of oneself and each other. Establish self-care routines that both partners can engage in, promoting mental and emotional well-being. This shared commitment to self-care creates a supportive atmosphere.
Final Thoughts
In the realm of relationships, anxiety can be a formidable opponent, but it doesn’t have to be a destructive force. By recognising the communication challenges it introduces and actively working to foster understanding and resilience, couples can build bridges that stand strong in the face of adversity. Remember, it’s not about eliminating anxiety but rather learning to dance with it, hand in hand, as partners on a journey of shared growth and connection."
Long Arm of State Now Extends to Celebrity TV Chefs,https://www.dailysquib.co.uk/health/4292-long-arm-of-state-now-extends-to-celebrity-tv-chefs.html,2013,"“Why doesn’t he just go back to his bijoux restaurant cafe and get his fat slobbering tongue over one of his two minute meals? Why does that annoying blubber tongued rich c*nt have to bother us with his useless advice to poor people? Has he ever been poor? You smarmy shister, go back to Hoxton,” a man from Walthamstow told the BBC, before being kicked off air.
The condescending nature of Jamie Oliver, with his multi-million pound franchise restaurant business has angered so much of Britain’s population that many are planning on using his likeness as a Bonfire night Guy, but there could be a better form of revenge. Stop buying his expensive supermarket products. Consign him to the dustbin of mediocre TV chefs by not eating his overpriced junk food, don’t buy his books.
“I wish the f*cker would drop dead. How about he tries to live on a pittance like the rest of the country benefit cheque to benefit cheque in front of a 50″ 3D TV. We don’t have the time to source ingredients from delicatessens and Hampstead specialist food shops, we’re too busy watching the X Factor eating ready-made processed shit. Stick it up your jacksie you ox tongued jelly faced faux cockney arsehole,” one woman said before stuffing her face with a ready made spag bol costing £2.10 from Tesco.
Isn’t it quite ironic that every aisle in every supermarket is stuffed to the rafters with Jamie Oliver products and ready meals with his fat face staring at you from the tins. Stop buying his crass money making junk then you stupid f*cking lemmings and lets see this impudent runt off to the poor house. Stop buying his stuff. Stop buying his stuff. Just stop it will you. STOP BUYING HIS STUFF!
Useful idiots like Jamie Oliver are simply mind controlled mirrors of how the elite perceives the untermenschen and unwashed masses. We are nearing the time when the curtain will be fully drawn back. As for the useful idiots, they will be treated with the same contempt as the masses, because they are just being used. What is a chef anyway? He is simply a cook, a slave in a kitchen to his masters."
