title,url,text,published_date,categories
MARGARET CHO RANTS: ‘ONLY THREE-QUARTERS ASIAN AMERICAN’ HOSTED SATURDAY NIGHT LIVE IN 41 YEARS,https://adobochronicles.com/2015/10/23/margaret-cho-rants-only-three-quarters-asian-american-hosted-saturday-night-live-in-41-years/,"NEW YORK, New York ( The Adobo Chronicles) – Comedian Margaret Cho criticized Saturday Night Live for not ever having an Asian American host for 41 years now. She made the comment while protesting the fact that Republican presidential candidate Donald Trump  whom he described as a “racist, sexist and incestuous man, ” will be returning to the late-night show as host for the second time on November 7. When asked which Asian American personality should be invited as SNL host, Cho said, “Me, of course!” When others pointed out to Cho that in fact there had been two previous SNL hosts who were Asian American —  Fred Armisen, a quarter Japanese and  Rob Schneider, half Filipino– she replied: “People come at me and say, ‘Oh, Fred Armisen is a quarter Japanese, Rob Schneider is half Filipino.’ Yeah, that makes three-quarters of an Asian-American, not even in one person, in 41 years.” Cho, was born in America to Korean parents.  So that, in effect, makes her part American and part Korean. “If I am invited to host SNL, then that would make for a total of one and a quarter Asian American hosts for the show in 41 years” she added. A quick check of SNL archives, however, shows that other Asian Americans have hosted SNL: Jackie Chan, Lucy Liu and Bruno Mars. So that totals three and three-quarters, without Cho.",2015-10-23T17:11:03-07:00,"Entertainment, Media"
TWENTIETH CENTURY FOX ANNOUNCES NEW SEQUEL TO ‘HOME ALONE’,https://adobochronicles.com/2015/10/23/twentieth-century-fox-announces-new-sequel-to-home-alone/,"Twentieth Century Fox has just announced that it will soon start filming “Home Alone: Adult Edition” which is based on a real-life event: the 2015 Congressional Benghazi hearing. The sequel to the popular movie which originally starred the young McCauley Caulkin will feature Hillary Clinton and Congresswoman Martha Roby (R, Alabama) playing themselves. In the actual hearing held Thursday, Roby asked the former secretary of state whether she was at home, and home alone all night during the moments before and following the attack on the U.S. embassy in Benghazi. Twentieth Century Fox is confident the new sequel will be a blockbuster.",2015-10-23T05:49:46-07:00,Entertainment
"NICKI MINAJ, MILEY CYRUS SUE PATTI LABELLE FOR DEFAMATION",https://adobochronicles.com/2015/09/21/nicki-minaj-miley-cyrus-sue-patti-labelle-for-defamation/,"LOS ANGELES, California ( The Adobo Chronicles ® )  – Singers Nicki Minaj and Miley Cyrus have filed a joint lawsuit in Los Angeles against Patti Labelle, claiming the 71-year-old diva  defamed their good moral character with comments she made at a recent concert. The “New Attitude” diva ripped into a fan after he started to strip onstage during her concert Friday night at the Hard Rock Casino in Vancouver. While performing the hit “Lady Marmalade,” LaBelle invited several audience members onstage to dance. However, according to a video obtained by TMZ, when one man began to unbutton his shirt, the singer immediately scolded him. “Don’t you dare, not on my stage,” she commanded, adding, “I am 71-years-young I am not Nicki Minaj or that little, uh, Miley.” “The insinuation in Labelle’s comments is that we are cheap ‘sl*ts,’ ” the complainants said in a statement. Labelle could not be reached for comment.",2015-09-21T06:24:16-07:00,"Entertainment, Music"
JUSTIN BIEBER WILL SEEK ASYLUM IN SAN FRANCISCO AFTER CONCERTS IN CALIFORNIA,https://adobochronicles.com/2015/11/16/justin-bieber-will-seek-asylum-in-san-francisco-after-concerts-in-california/,"SAN FRANCISCO, California ( The Adobo Chronicles ) – Teenage idol Justin Bieber has lined up  a series of concerts in California in March next year at  venues in Los Angeles, Sacramento, Oakland and San Jose. But sources close to the Canadian singer who spoke on condition of anonymity, said that Bieber will cut short his concert tour after his performance at the Oakland Oracle Arena on March 18, virtually cancelling his two scheduled concerts at the Staples Center in Los Angeles on March 20 and 21. Instead, Bieber, who has had many encounters with U.S. law enforcement because of his behavior, will proceed to San Francisco to seek refuge from U.S. Immigration officials. Bieber has repeatedly been charged with misdemeanors and violations including driving under the influence (DUI), resisting arrest and drag racing. In 2013, the then 19-year-old Bieber was caught on camera urinating in a mop bucket as he and others raced through a New York City restaurant kitchen. Before exiting, Bieber sprayed a photograph of Clinton and dropped the F-bomb in reference to the former president. The Department of Homeland Security’s Citizenship and Immigration Services (CIS) is reportedly monitoring Bieber’s activities and is planning to revoke his work permit. Fearing deportation, Bieber has decided to avail of San Francisco’s Sanctuary policy which prevents non-U.S. citizens from being handed over to law enforcement agencies to face crimes committed in the city or elsewhere in the U.S. San Francisco Mayor Ed Lee told The Adobo Chronicles that the City by the Bay remains committed to its sanctuary status and welcomes the addition of Bieber to the growing number of high-profile celebrities that have chosen to make San Francisco their home sweet home.",2015-11-16T19:36:12-08:00,"Entertainment, International, Law Enforcement, Music"
‘SOUTH PARK’ SUES YELP FOR $20 MILLION,https://adobochronicles.com/2015/10/21/south-park-sues-yelp-for-20-million/,"SAN FRANCISCO, California ( The Adobo Chronicles) – Yelp Inc. has filed a $10 million dollar lawsuit against the creators of South Park, seeking damages caused by the latest episode of the popular television show which lampooned the customer review and local business rating website. In response, Matt Stone and Trey Parker, creators of the animated series, filed a $20 Million counter lawsuit claiming that by suing South Park, Yelp has caused them irreparable emotional distress and unnecessary creative distraction. South Park is also asking the court to order Yelp to pay an additional $10 Million for the publicity received by the rating website as a result of the TV episode. Paul Horner, who is a spokesman for Yelp, promised to contest the counter lawsuit and urged all Yelp users and critics to go online and give South Park a rating of 1/2 star (out of a possible 5). Both the Internet and Television worlds are closely watching the lawsuit and counter lawsuit, describing them as a classic battle between “Goliath” and “Goliath.”",2015-10-21T07:23:24-07:00,"Business, Entertainment, Film and TV, Social Media"
WHAT ARNOLD SCHWARZENEGGER WILL SAY TO THOSE WHO WILL BE FIRED IN ‘CELEBRITY APPRENTICE’,https://adobochronicles.com/2015/09/27/what-arnold-schwarzenegger-will-say-to-those-who-will-be-fired-in-celebrity-apprentice/,"NEW YORK, New York ( The Adobo Chronicles®) – When Celebrity Apprentice returns to NBC for the 2016–17 television season, television audiences will no longer hear the once familiar phrase, “You’re Fired,” now that Donald Trump has been terminated from the show. The new season will feature former California Governor and international movie star Arnold Schwarzenegger in the the role of CEO who will fire and eliminate contestants from the reality show. Instead, NBC announced that contestants will be eliminated with Schwarzenegger saying, “You’re terminated!” But writers and focus groups convened by NBC have a little bit of a problem with “You’re terminated!” “It’s not catchy, not sexy at all,” they said in total agreement. Although the phrase has a natural connection to the movie series that Schwarzenegger is closely identified with — “Terminator” — writers and focus group members felt the show needed something that would easily standout and be the new show’s memorable trademark. Today, NBC announced that it has found the perfect phrase to replace, “You’re fired!” That phrase is: “Hasta la vista, baby!” It is “You’re fired,” “You’re terminated,” “You’re out of here,” “See ya later,” all combined.  And it will appeal to all audiences, including  Spanish-speaking television viewers across the globe.",2015-09-27T07:46:34-07:00,"Entertainment, Film and TV"
THE NEW ‘MUPPETS’ PREMIERES THIS TUESDAY ON ABC,https://adobochronicles.com/2015/09/11/the-new-muppets-premieres-this-tuesday-on-abc/,"NEW YORK, New York ( The Adobo Chronicles ® ) –  The muppets are back — bigger, better, smarter and funnier, with a dozen of new cast members! The new season of the popular  television series premieres this fall starting Tuesday on ABC. The show will also be available to subscribers of Netflix, Hulu and Direct TV, as well as the newly-unveiled  Apple TV. Are you going to watch it?",2015-09-11T06:46:26-07:00,"Entertainment, Film and TV"
BOBBY JINDAL LIKENS DONALD TRUMP TO KIM KARDASHIAN,https://adobochronicles.com/2015/09/11/bobby-jindal-likens-donald-trump-to-kim-kardashian/,"NEW ORLEANS, Louisiana ( The Adobo Chronicles® ) – When you’re running for your party’s nomination for president, and you’re among those in the bottom of a  field of 17 candidates, you’ve got to change your campaign strategy. Forget the issues and attack your opponents, especially the front runner. That’s exactly what Louisiana Governor Bobby Jindal did on Thursday as he unloaded on Donald Trump, calling him “insecure,” “weak” and “dangerous.” Jindal also said of Trump: “Just because a lot of people like watching Kim Kardashian — we wouldn’t put her in the White House, either.” In a speech at the National Press Club in Washington, D.C. Jindal said that Trump and Kardashian are in the same league, being both products of reality television. “Like Kardashian, Donald Trump is a narcissist and egomaniac. The only thing he believes in is himself,” Jindal said. Trump and Kardashian both reacted to Jindal’s barbs. Trump said, “Jindal has no legal standing to make such statements.  He’s an anchor baby, and I’m going to make sure that if I become president, he will be deported.” Kardashian on the other hand told The Adobo Chronicles®, “Let see him get naked and let’s see who has a better behind.” And the 2016 political season shifts into high gear.",2015-09-11T12:25:33-07:00,"Entertainment, Politics"
"‘THE MIKADO’ CANCELLED, NO MORE FILIPINOS IN ‘MISS SAIGON,’ ONLY FRENCH ACTORS IN ‘LES MIZ’",https://adobochronicles.com/2015/09/18/the-mikado-cancelled-no-more-filipinos-in-miss-saigon-only-french-actors-in-les-miz/,"NEW YORK, New York ( The Adobo Chronicles ® ) – In response to backlash on using white actors to portray Japanese characters, the New York Gilbert & Sullivan Players had just announced that their stage production of THE MIKADO, scheduled for the NYU Skirball Center for Performing Arts this December has been cancelled. The musical, penned by librettist W.S. Gilbert and composer Arthur Sullivan ( Pirates of Penzance, H.M.D. Pinafore) premiered at The Savoy Theatre in 1885. The play is set in the fictional Japanese town of Titipu. Many modern-day critics and Asian American groups have called for the re-writing of the play and demanded that Asian actors play the characters in new productions. The cancellation of the New York production is regarded as a victory for political correctness in the increasing diversity of societies worldwide. But as BroadwayWorld’s Michael Dale wrote in his column  titled, “Is It Time to Rewrite THE MIKADO?” :  “It’s unlikely that Gilbert had meant THE MIKADO to be taken as a serious attack on insensitive white people appropriating another culture for their own entertainment. He was more concerned with lightheartedly satirizing his countrymen’s foibles.” THE MIKADO controversy is giving theater production groups some chills and they are being proactive in making sure that their stage productions will not be dealt with similar protests and controversy. For starters, future productions of ‘Miss Saigon’ (where Filipino musicians have dominated the casting) will now only feature Vietnamese actors playing Vietnamese characters. Likewise, “Les Miserables” productions will now ban non-French actors. Political correctness gone too correct.",2015-09-18T07:23:58-07:00,"Arts, Diversity, Entertainment, Music"
‘INDECENT’ ATTIRE NOW BANNED ON U.S. TELEVISION AND THE RED CARPET,https://adobochronicles.com/2015/08/31/indecent-attire-now-banned-on-u-s-television-and-the-red-carpet/,"HOLLYWOOD, California  ( The Adobo Chronicles ® ) – The movers and skakers of the American television industry have just had it with indecent exposure on live TV and on the red carpet at awards shows. In a rare move by the Motion Picture Association of America (MPAA) and the National Cable Television Association (NCTA) with the full support of all major U.S. television networks, a memorandum of agreement has been signed that will ban all indecent exposure by actors, singers and entertainers on live TV and at all red carpet ceremonies in awards shows. The move came soon after pop singer Miley Cyrus appeared on the red carpet at last night’s MTV Video Musis Awards, wearing a top that barely covers her upper torso. “It is time that we take back the decency and family-oriented nature of television and ban entertainers from exposing themselves before viewers, among them children and teens,” the agreement stated. “We will also blacklist any entertainer who claims ‘wardrobe malfunction’ during live performances. The initial list of those banned from future live TV appearances included Cyrus, Jennifer Lopez, Kim Kardashian and Janet Jackson. MPAA is an American trade association that represents the six major Hollywood studios. NCTA is the major trade organization for the American cable television industry.",2015-08-31T06:29:39-07:00,"Awards, Entertainment, Fashion, Film and TV"
"STAGE MALFUNCTION SENDS SOUTH KOREAN GIRLBAND MEMBER TO THE FLOOR, EIGHT TIMES",https://adobochronicles.com/2015/09/07/stage-malfunction-sends-south-korean-girlband-member-to-the-floor-eight-times/,"SEOUL, South Korea ( The Adobo Chronicles ® ) – In the concert stage, there’s always a wardrobe malfunction.  Then there’s a stage malfunction. It has happened to the most veteran of performers like Madonna or the best trained beauty pageant contestants — taking a fall on stage in front of millions of viewers. During a performance Saturday in South Korea, one of the members of girlband GFriend took a number of painful looking falls onstage. Yuju, easily identified by a white knee guard, fell eight times over the course of one song, and another member SinB took a big spill in the middle of the stage. To the girls’ credit, they managed to pick themselves up after each tumble and rejoin the others on cue pretty seamlessly. The girlband is reportedly considering filing a lawsuit for the stage debacle.  However, it wasn’t clear whether it will be filing a lawsuit against the concert promoter for the stage malfunction, or the shoe manufacturer for wardrobe malfunction. Stay tuned!",2015-09-07T12:43:05-07:00,Entertainment
FILIPINO AMERICAN SAM MILBY WILL PLAY THE ROLE OF THE HULK IN NEW HOLLYWOOD MOVIE,https://adobochronicles.com/2015/09/05/filipino-american-sam-milby-will-play-the-role-of-the-hulk-in-new-hollywood-movie/,"HOLLYWOOD, California  ( The Adobo Chronicles ® ) – Move over, Bruce Banner. Marvel Comics revealed Friday that the Hulk in its new Totally Awesome Hulk comic is teen genius Amadeus Cho. Marvel teased the identify of the character over the past month, though speculation about Cho being the new Hulk started much earlier in the summer. But Marvel has now officially confirmed this, and in doing so, makes history: this is the first Marvel series with an Asian-American lead character. Amadeus Cho, also known as Mastermind Excello, is a fictional character appearing in comic books published by Marvel Comics. Created by writer Greg Pak and artist Takeshi Miyazawa, the character first appeared in Amazing Fantasy vol. 2 #15 (January 2006). He usually appears as a supporting character or sidekick in books featuring The Avengers, or individual members of that group, such as Hulk or Hercules. So the next big question is, who will  play the role of The Hulk in the new film version that Marvel Pictures and Universal Studios will be filming starting this fall? Someone to replace Edward Norton who played The Hulk in the previous film. Of course, it has to be someone who’s Asian or Asian American. Several names have been floated around including John Cho (Star Trek), Harry Shum, Jr. (Glee) and Randall Park (Fresh Off The Boat).  But Universal and Marvel thought none of them have the muscular build required of the Hulk character. So it was decided that Filipino actor Sam Milby be given the role. Milby has been making films in the Philippines and has been trying to break the ice in Hollywood to no avail.  Well, his time has come. He will definitely make all Filipinos proud.",2015-09-05T07:02:07-07:00,"Entertainment, Film and TV"
BLACK JOURNALISTS PAY $10 PER MINUTE TO SEE PRINCE AT SINGER’S PAISLEY PARK,https://adobochronicles.com/2015/08/09/black-journalists-pay-10-per-minute-to-see-prince-at-singers-paisley-park/,"MINNEAPOLIS, Minnesota ( The Adobo Chronicles ® ) –  At least 650 members of the National Association of Black Journalists  (NABJ) accepted an invitation from Prince to pay $20 apiece to visit the Paisley Park studio complex used by the entertainer outside Minneapolis Saturday night in hopes of seeing the star himself, according to Richard Prince (no relation to the singer) of Journal-isms . But the NABJ members — and an additional 227 people who paid $50 for the privilege — saw an appearance of just two minutes or so in which the entertainer plugged his upcoming recording.  That’s $10 and $25 per minute, respectively. He did not perform. The journalists were in Minneapolis for their annual national convention. But NABJ convention organizers still praised the last-minute invitation and event. Per policy, cell phones and cameras are not allowed inside Paisley Park. So the journalists had no choice but leave their mobile devices in their hotel rooms. The result?  No calls, no tweets, no Facebook or Instagram posts. Just the good old, person-to-person conversation! (Although some attendees said a selfie with Prince would have been nice.) All’s well that  ends well.",2015-08-09T08:31:20-07:00,"Entertainment, Media, Music"
POPE FRANCIS TO MEET WITH MILEY CYRUS IN SEPTEMBER OVER HER COMMENTS ON NOAH’S ARK,https://adobochronicles.com/2015/08/03/pope-francis-to-meet-with-miley-cyrus-in-september-over-her-comments-on-noahs-ark/,"NEW YORK, New York ( The Adobo Chronicles ® ) – Pope Francis will meet with American pop singer Miley Cyrus when he visits the United States September 22-27, 2015. During his papal visit, Francis will meet with President and Mrs. Barack Obama, address a joint session of the U.S. Congress and speak before the United Nations  General Assembly. The U.S. Conference of Bishops confirmed Francis’ private meeting with Cyrus who recently said that the biblical account of Noah’s Ark is nothing but a fairy tale. Cyrus was quoted saying, “That’s f*cking insane.  We’ve outgrown that fairy tale, like we’ve outgrown f*cking Santa and the tooth fairy, and all Disney characters.” The pope was concerned that because many young Catholics look up to Cyrus, they might be led to believe that Noah’s Ark is indeed a fairy tale. The meeting will happen on September 24 in an undisclosed location where the Pope is expected to conduct a one-on-one catechism session with Cyrus.  He hopes the meeting will convince the popular singer about factual accounts in the bible, including the story of Noah’s Ark. Cyrus, speaking through her publicist, said she welcomes the meeting and is open to hearing what Pope Francis has say about the issue. The singer started her career as the Disney character Hanna Montana. She has outgrown that character and has since appeared nude in photographs and revealed she was gender neutral. Cyrus regularly attended church as a youngster and even took to wearing a purity ring as a sign of her Christian faith.",2015-08-03T07:20:48-07:00,"Entertainment, Human Interest"
"DONALD TRUMP COMES CLEAN ABOUT HIS HAIR, BUT WHAT ABOUT HIS MAKEUP?",https://adobochronicles.com/2015/08/27/donald-trump-comes-clean-about-his-hair-but-how-about-his-makeup/,"GREENVILLE, South Carolina  ( The Adobo Chronicles® ) – Republican presidential candidate Donald Trump finally came clean about his hair today during a campaign speech in Greenville, South Carolina. He put to rest rumors that he wears a toupee.  He called on a woman in the audience and asked her to touch his hair to prove that it was all au naturel.  The woman did confirm that it was. Now that that’s settled, the new rumor is that The Donald wears makeup to conceal his eye bags. Many in the media have long noticed that Trump’s photos and videos always showed what seemed to be a white   patch of cream or powder underneath his eyes. Not that it makes any difference.  Media interest was more focused on which brand of concealer he uses: Mac or Clinique?",2015-08-27T19:06:07-07:00,"Beauty, Entertainment, Politics"
"‘THE LION KING’ MUSICAL HAS A NEW TITLE, THANKS TO CECIL",https://adobochronicles.com/2015/07/30/the-lion-king-musical-has-a-new-title-thanks-to-cecil/,"From Edmonton and Calgary to New York City; from Las Vegas and San Jose to Melbourne, tickets to the Tony Award-winning musical, ‘The Lion King,’ have been selling out  in just the last few days, thanks to the killing by an American dentist of Cecil, the beloved lion of Zimbabwe. The outrage and outpouring of emotion over Cecil’s death have quickly spread worldwide. The incident has gained much more attention than the killing of unarmed black men by police in America, or the extrajudicial killings happening in many countries with repressive regimes. The incident has produced a new meme and hashtag, ‘LionLivesMatter,’ a take-off from ‘BlackLivesMatter.’ ‘The Lion King ‘ is a musical based on the 1994 Disney animated film of the same name with music by Elton John and lyrics by Tim Rice along with the musical score created by Hans Zimmer with choral arrangements by Lebo M. Directed by Julie Taymor, the musical features actors in animal costumes as well as giant, hollow puppets. The musical debuted July 8, 1997, at the Orpheum Theater in Minneapolis, Minnesota, the  same state in which the killer dentist, Walter Palmer, holds his practice. Today, the show’s producers announced that they are changing the title of the musical from “The Lion King” to “Cecil The King” in honor of the slain lion. It wasn’t clear whether the title change was a humanitarian/animal activist decision or a financial decision. Ticket prices have reportedly doubled this past week. Meanwhile, Palmer, whose whereabouts is currently unknown, has sent out feelers to the producers that he would like to sponsor a return engagement of the musical to Minnesota.",2015-07-30T18:22:48-07:00,"Entertainment, Human Interest, International, Music"
"KRIS AQUINO ADMITS FAILING GRADE IN FILIPINO, ASSAILS CRITICS",https://adobochronicles.com/2015/07/31/kris-aquino-admits-failing-grade-in-filipino-assails-critics/,"MANILA, Philippines ( The Adobo Chronicles ® ) – In her morning show “Kris TV”, presidential sister Kris Aquino revealed to young singer Darren Espanto that she once got a failing grade of 74 in Filipino. As one would expect, her revelation drew a lot of jeers and negative comments on Philippine social media. Today, Aquino issued a statement assailing her critics, asking them to “move on.” Following is her full statement: “Don’t make too much pansin to what I said on TV. Trinay ko lang na i-emphasize the halaga of learning our national language, di ba? Feel ko na I have a responsibility as a celebrity to make tawag to all our bagets to seriosohin our language. There is nothing mali about admitting that naka gets ako ng failing grade in Filipino. After all, I grew up in the States and didn’t have too many friends that I could make tsismis with. I hope my critics can move on na!” How would you grade her statement?  Pass or fail? buti nga si Kris may grade pa na 74 eh..nung high school ako kahit magaling ako sa Filipino binagsak ako ng teacher  ko.. 1st to 4th grading umattend ako ng subject na yun..may grades ako every kuhaan ng card at the end burado na lahat at failed nakalagay..o diba..lakas ng trip ng teacher ko noh.. but that was 13years ago.. 🙂 at naka move on na ako sa kanya.. Like Like",2015-07-31T08:50:48-07:00,"Entertainment, Film and TV, Language"
SINGER CHRIS BROWN INVITED BACK TO THE PHILIPPINES,https://adobochronicles.com/2015/07/30/singer-chris-brown-invited-back-to-the-philippines/,"MANILA, Philippines ( The Adobo Chronicles ® ) – After just ten days since his sold-out concert in Manila, Grammy Award-winning singer Chris Brown has been invited back to the Philippines. Brown is currently in Israel as part of his concert tour. The unprecedented invitation came from no less than Leila De Lima, Secretary of the Philippines’ Department of Justice (DOJ).  It came in the form of a subpoena. DOJ has issued a subpoena against Brown for allegedly defrauding a Christian church out of $1 million after he canceled a performance at a New Years Eve event and failed to return the money. Brown’s name appears on the subpoena along with Canadian promoter John Michael Pio Roda after a $1 million estafa complaint was filed due to the singer skipping a scheduled musical performance for the Church of Christ in the Philippines, which is called Iglesia ni Cristo, on Dec. 31, 2014, at the Philippine Arena. Brown and Roda were reportedly paid $1 million in advance and canceled without paying any of the money back. Ahead of the subpoena being issued, Brown, 26, was performing in Manila and was initially barred from leaving the Philippines on July 21 because of the complaint that was filed. While he was finally cleared to leave the country by the Bureau of Immigration on July 24, Roda was not. Roda is planning a return concert for Brown as soon as he arrives back in Manila.  The concert will be held at the Philippine Arena. Concert proceeds will help fund the court case that will ensue as a result of the DOJ invitation. It remains to be seen whether or not the upcoming concert will be able to raise the $1 Million that Brown owes Iglesia Ni Cristo, and then some.",2015-07-30T05:10:04-07:00,"Entertainment, Music, Travel"
FOREIGN CONCERT ARTISTS UNITE TO BOYCOTT THE PHILIPPINES,https://adobochronicles.com/2015/07/23/foreign-concert-artists-unite-to-boycott-the-philippines/,"LOS ANGELES, California  ( The Adobo Chronicles ® ) – Foreign concert artists continue to run afoul of the Philippines’ strict moral and other standards, and they are uniting to skip the country for their world music tours. In 2012, a Lady Gaga Manila concert attracted widespread protest due to supposedly anti-Christian lyrics in one of the singer’s hits. And earlier this year, two members of One Direction paid bonds of roughly $4,500 before their performance in Manila, due to their casual admission of marijuana use in a video released last year. This week, Grammy Award winner Chris Brown was barred from leaving the country after a one-day concert in Manila because of fraud charges brought against him by an influential church group. The charges stemmed from the singer’s non-appearance at a New Year’s Eve concert at the Philippine Arena, owned by the Iglesia Ni Cristo (Church of Christ). Earlier today, Madonna, who had just announced she has chosen the Philippines as the only country in Asia that would be included in her Rebel Heart Tour, said she decided to cancel her February 2016 concert at the Mall of Asia in Manila, in solidarity with Brown. The boycott could either deprive Filipinos of the chance to see their favorite international artists, or possibly enhance the careers of local singers and performers. After all, Filipino artists are among the best in the world.",2015-07-23T18:16:35-07:00,"Entertainment, Music"
BREAKING: SINGER CHRIS BROWN REFUSED ENTRY IN HONG KONG!,https://adobochronicles.com/2015/07/24/breaking-singer-chris-brown-refused-entry-in-hong-kong/,"HONG KONG  ( The Adobo Chronicles ® ) – Grammy award-winning singer Chris Brown was finally  allowed to leave the Philippines after a three-day delay due to a fraud complaint against him for a cancelled concert last New Year’s Eve. Brown was in Manila Tuesday for a sold-out concert . The 26-year-old R&B artist had been stuck in Manila after running afoul of a corporation, run by an influential religious group, Iglesia Ni Cristo,  that filed a fraud complaint against him for a cancelled New Year’s Eve gig. He and his Canadian promoter were paid a $1 Million advance for the New Year’s Eve concert. The delay meant he missed a performance in Hong Kong that was scheduled for Wednesday evening. But when it rains, it pours. When Brown arrived in Hong Kong Friday, he was not allowed by authorities to disembark from his chartered plane and was asked to leave immediately. Chinese immigration and customs officials barred the American singer from entry because of the missed concert Wednesday night. Many fans were terribly upset that the Hong Kong gig was cancelled. Although concert ticket purchasers were given refunds, they still complained that the cancellation caused them great irreparable emotional distress. Many took a leave of absence from their day and night jobs just to be able to attend Brown’s concert. As of this writing, it wasn’t clear whether or not Brown’s plane has left Hong Kong, and if it has, where it was headed.",2015-07-24T18:26:34-07:00,"Entertainment, International, Travel"
"SINGER CHRIS BROWN HELD UP IN MANILA, LEARNS HIS LESSON NOT TO MESS WITH FILIPINOS",https://adobochronicles.com/2015/07/22/singer-chris-brown-held-up-in-manila-learns-his-lesson-not-to-mess-with-filipinos/,"MANILA, Philippines ( The Adobo Chronicles® ) –  Grammy Award-winning singer Chris Brown has been in trouble many times before, but this time around, he chose to get in trouble in a country that would not put up with his shenanigans. Brown was barred from leaving the Philippines because of a contract dispute, the official Philippines News Agency reported Wednesday. Brown was stopped Wednesday morning while preparing to depart on a private jet from Manila’s international airport on his way to Hong Kong for a concert, the news agency said. The Philippine Department of Justice said that an order had been issued Tuesday night to stop any attempts by Brown, 26, to leave the country. Brown performed in a Manila concert that evening as planned, but the order was put in place to compel him to pay back money that promoters said was owed to them after he failed to appear for a previous appearance scheduled for last New Year’s Eve. Encouraged by the departure hold order, promoters of the New Year’s Eve concert amended their complaint against Brown, asking the Department of Justice that they not only be paid what was owed to them but an additional 50% interest compounded monthly.(We’re not good at math but we suspect that with now almost six months since Brown incurred the “debt,” it could mean lots and lots of money for the aggrieved promoters.) The promoters have the full backing of Bureau of Internal Revenue Commissioner Kim Henares whose agency is sure to benefit from taxes that will be collected from promoters if and when they get paid by Brown. Rumors are circulating that Brown is currently detained in an airport holding cell and is being fed rice and chicken adobo three times a day. He had earlier requested for a McDonald’s cheeseburger but the request was denied. It wasn’t clear how long Brown will be held in Manila but he certainly has learned the lesson of his lifetime: not to mess with Filipinos!",2015-07-22T15:56:12-07:00,"Entertainment, Music, Travel"
KRIS AQUINO DENIES RUMORS THAT SHE WAS PROPOSED TO BY YOUTHFUL CABINET MEMBER,https://adobochronicles.com/2015/07/27/kris-aquino-denies-rumors-that-she-was-proposed-to-by-youthful-cabinet-member/,"MANILA, Philippines ( The Adobo Chronicles® ) – Sometimes, a picture is worth a thousand words.  But then, at other times, it means nothing. Philippine social media was abuzz with rumors that a youthful member of President NoyNoy Aquino’s cabinet took advantage of the State of the Nation Address (SONA) Monday night to propose to presidential sister Kris Aquino. The rumors all began with a photo posted on Facebook, showing Joel Villanueva, director general of the Technical Education and Skills Development Authority (TESDA), down on his knees and seemingly begging the actress and television host to marry him. Aquino was quick to deny the rumors, but admitted she felt a little kilig ( to tremble in a flirtatious way) by the photo. After all, Villanueva used to be a basketball player like her ex-husband James Yap. TESDA is the government agency tasked to manage and supervise technical education and skills development in the Philippines. It was created by virtue of Republic Act 7796, otherwise known as the “Technical Education and Skills Development Act of 1994”. Villanueva was appointed by the president in 2010. The director general position carries with it a cabinet rank. Aquino is known to be a celebrity who can’t keep her personal life and romantic encounters under wraps. She has previously gone public with her relationship to a married politician who was also a former professional basketball player, Joey Marquez.  Aquino accused Marquez of domestic violence and giving her a sexually-transmitted disease. She has also been romantically linked to Quezon City Mayor Herbert Bautista, a former child actor.  No, he was not a basketball player. We are often told that pictures don’t lie. That’s absolutely not true. With or without Photoshop.",2015-07-27T16:52:11-07:00,"Entertainment, Government, Politics, Technology, The Media"
TOP TEN REASONS MADONNA’S PHILIPPINE CONCERT WILL BE A FLOP,https://adobochronicles.com/2015/07/21/top-ten-reasons-madonnas-philippine-concert-will-be-a-flop/,"MANILA, Philippines ( The Adobo Chronicles®) – It’s official! The Material Girl is coming to Manila. Madonna will hold her first concert in the Philippines on February 24, 2016. It is the only country in Asia that is included in the Queen of Pop’s The Rebel Heart World Tour which kicks off in Montreal, Canada this September. Tickets for the Manila concert go on sale starting July 26. Already, both fans and critics are predicting that the concert will be an absolute flop, and here are the top ten reasons why: Why have you not taken this post down yet? She’s having a 2nd day concert which means her tickets are selling well. In other words, you are like two-fat-guys-on-the-same-side-of-the-boat wrong. You probably come up with these reasons as you went along. Consider this: For the elites, the rich and famous, and the social climbers, events that require splurging money are something they have be a part of. It’s more like establishing their status. I guess you haven’t been to any concert at all because concert goers arrive at the venue HOURS before the show starts. They prepare for it especially because they paid lots of money for it. You said in  your About us page that all we get here are based on facts. Do you think Madonna will be arriving in a limousine for concerts? Do you watch any behind the scenes concert videos? At this point, I need the help of that Buddhist deity with a thousand hands. I only have a couple and a double facepalm is not enough for this idiocy. If you were just trying to make a joke you should have set the right expectations because readers like myself have a “good” sense of humor. But if not, please be ashamed of yourself. This article is recommendable for anorexics to aid them in purging. If you keep writing like this I have three words – PLEASE STOP IMMEDIATELY. Like Liked by 1 person Please stop spreading negativity. Madonna is not putting on a show for each and everyone. It’s for her fans who can afford to buy her tickets. If you dont like her, then dont see her. Like Liked by 1 person",2015-07-21T12:55:13-07:00,"Entertainment, Music"
